,text,label,cleaned
283,There's definitely some ignorance here but it is not where you think it is.,4,there definit ignor think
286,The only ones against Islam and Muslims are the ones that that are ignorant about what it truly is.,4,the one islam muslim one ignor truli
289,Maybe the ones intolerant of Islam and Muslims are the ones that are ignorant about what it truly is?,4,mayb one intoler islam muslim one ignor truli
293,I feel like you are grasping at straws here with your hate speech.,4,i feel like grasp straw hate speech
316,Who else would be open first thing in the morning and late at night every night?,4,who els would open first thing morn late night everi night
335,The 26% of NHS doctors who are Asian/Asian British beg to differ.,4,the nh doctor asian asian british beg differ
340,Maybe prejudice and xenophobia have nothing to contribute to our society.,4,mayb prejudic xenophobia noth contribut societi
351,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,4,part problem one want hurt quot donald trump potu mayb closet muslim
357,"That is what biased news reports would have you believe, but violent incidents are committed by people of all faiths, muslims just get reported on more.",4,that bias news report would believ violent incid commit peopl faith muslim get report
363,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.",4,well pope repres billion cathol grand imam highest seat sunni islam sing joint declar state resolut declar religion must never incit war hate attitud hostil extrem must incit violenc shed blood know believ stop listen news want believ
369,The quran says that muslims should not seek hostility towards those who haven't sought any war against them. Jihadists do not represent the islamic faith.,4,the quran say muslim seek hostil toward sought war jihadist repres islam faith
372,Much more than 50 percent of parents out there are spankers.' - donald trump and isn't corporal punishment is currently legal in 19 states in the us?,4,much percent parent spanker donald trump corpor punish current legal state us
392,"No, 1.6 billion people are not irrational and incompatible with science.",4,no billion peopl irrat incompat scienc
417,Maybe it is because of scapegoating and selective media falsely claiming that it is not?,4,mayb scapego select media fals claim
424,How can you repatriate citizens of your own country? This is just ignorance.,4,how repatri citizen countri thi ignor
425,"Who are you to decide what is compatible with our values and what is not? It is just your opinion, and hopefully politicians will not listen to people like you and oppress Muslims who had not done anything wrong.",4,who decid compat valu it opinion hope politician listen peopl like oppress muslim done anyth wrong
426,"You sound like Muslims are guilty in every problem of the modern society. Non-muslims are equally often intolerant and barbaric, and they suppress gay people as well.",4,you sound like muslim guilti everi problem modern societi non muslim equal often intoler barbar suppress gay peopl well
427,"The world is not lost. We all face challenges, but is someone's culture is different from ours, it does not mean that they are evil and should be banned.",4,the world lost we face challeng someon cultur differ mean evil ban
438,"Christian ideology is even more ancient than Islam, and Buddhism is even centuries older. Are you suggesting to ban all the religions? Or are you specifically picky about Islam?",4,christian ideolog even ancient islam buddhism even centuri older are suggest ban religion or specif picki islam
445,"No one wants to assimilate. Neither Muslims nor Christians or any other confession. It is not right to force people to assimilate. As far as they do not force us to follow sharia laws, we should not be concerned with them following their laws. And polygamy is forbidden in our country, and Muslims actually respect this ban!",4,no one want assimil neither muslim christian confess it right forc peopl assimil as far forc us follow sharia law concern follow law and polygami forbidden countri muslim actual respect ban
457,The Muslim Council of Britain agrees that FGM is against Islamic teachings. Muslims disagree with FGM. Stop spreading negative stereotypes!,4,the muslim council britain agre fgm islam teach muslim disagre fgm stop spread neg stereotyp
461,"The problem is, it seems to me like you are just using this as an excuse to express your Islamophobia. Fgm is a very serious breach of human rights and you do not seem to be interested in tackling the real problem.",4,the problem seem like use excus express islamophobia fgm seriou breach human right seem interest tackl real problem
464,"Fgm is very serious breach of human rights which we need to address as an international community but it does not come from Islam, we need to look at the whole problem to tackle it.",4,fgm seriou breach human right need address intern commun come islam need look whole problem tackl
467,"During the depression following the second world war, Muslims from across the world were invited to Britain to help combat austerity. It worked. They were invited because countries across the world had already been subjugated by the British Empire.",4,dure depress follow second world war muslim across world invit britain help combat auster it work they invit countri across world alreadi subjug british empir
474,Are you suggesting that their very existence is an excuse for your hate?,4,are suggest exist excus hate
480,"[gif of someone looking skeptical] i mean, race hate is almost entirely directed at minorities so you seem to be suggesting that race hate began when far right paranoia found it is newest target.",4,gif someon look skeptic mean race hate almost entir direct minor seem suggest race hate began far right paranoia found newest target
496,"To the contrary, we have been trading with Muslim nations for hundreds of years, often at times when we were at war with other European nations.",4,to contrari trade muslim nation hundr year often time war european nation
497,Does prohibition of anything ever work? I thought religious tolerance was one of our 'British values'?,4,doe prohibit anyth ever work i thought religi toler one british valu
506,"I do not think Islam is evil. The Qu'ran statements do not promote anything evil or hateful. The reputation of Muslims was undermined by terrorist groups, but no need to generalize too much.",4,i think islam evil the qu ran statement promot anyth evil hate the reput muslim undermin terrorist group need gener much
515,Stop Islam spreading? Why so negative? People of different religions travelling between the countries is a normal phenomenon - wanting to learn more about different cultures etc. I do not think this should be perceived as taking over countries and nations?,4,stop islam spread whi neg peopl differ religion travel countri normal phenomenon want learn differ cultur etc i think perceiv take countri nation
529,I am tired of the deliberate lies or appalling lack of understanding about a religion followed by 23% of the world. Enough IS ENOUGH!,4,i tire deliber lie appal lack understand religion follow world enough is enough
541,Women and gay people face much more discrimination from right-wing non-muslim populist figures. (link to article about the 'homophobic muslim' stereotype),4,women gay peopl face much discrimin right wing non muslim populist figur link articl homophob muslim stereotyp
558,"Dwp says 11% of Muslim men and 16% of Muslim women are unemployed, that took me 30 seconds to find on google. Why bother making up things?",4,dwp say muslim men muslim women unemploy took second find googl whi bother make thing
582,"Muslims work in many diverse employment sectors, contributing to the UK's economy through their hard work and tax contributions.",4,muslim work mani divers employ sector contribut uk economi hard work tax contribut
585,Provide unemployment data breakdown if possible.,4,provid unemploy data breakdown possibl
588,Did you even bother to google this before you tweeted it? Some Islamophobic tweets are so incorrect I do not know how you could expect anyone to believe them.,4,did even bother googl tweet some islamophob tweet incorrect i know could expect anyon believ
590,"Around 12% of Muslims in the UK are unemployed, please do some basic research before posting fake statistics.",4,around muslim uk unemploy pleas basic research post fake statist
591,All forms of hatred are wrong and should be countered.,4,all form hatr wrong counter
595,Do you know that anti-Islamism is actually a form of anti-Semitism? It is equally wrong to hate Jews and Muslims.,4,do know anti islam actual form anti semit it equal wrong hate jew muslim
607,"100% of the unemployed Muslim stats I read on Twitter are fake. Muslim unemployment is at 12% in the UK, and many of that number are actively seeking work.",4,unemploy muslim stat i read twitter fake muslim unemploy uk mani number activ seek work
610,I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,4,i think muslim peopl tri win anyth it intoler individu like tri make us competit
619,Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,4,bloodi retribut most peopl faith get live tini minor like comment seem tri creat conflict but i think win
625,Bloody retribution? An eye for an eye makes the whole world blind!,4,bloodi retribut an eye eye make whole world blind
638,"A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions.",4,a much bigger threat divers toler western civilis hatr generalis entir religion
653,"I am not sure what you think the West will be the 'winner' of. Islam isn't in competition with Western culture, and the idea it threatens it is a myth spread to incite fear.",4,i sure think west winner islam competit western cultur idea threaten myth spread incit fear
655,Sorry I think your a couple millennia too late.,4,sorri i think coupl millennia late
663,"Don't believe biased media coverage about all Muslims being terrorists, the vast majority of Muslims condemn these people. The world is a much better place than what is portrayed in the news.",4,don believ bias media coverag muslim terrorist vast major muslim condemn peopl the world much better place portray news
672,Should we 'put all Christians in a hole in the ground' to punish the minority who carry out terror attacks in the name of their faith? Or would that be a disproportionate response to the actions of a minority?,4,should put christian hole ground punish minor carri terror attack name faith or would disproportion respons action minor
675,An eye for an eye makes the whole world blind.,4,an eye eye make whole world blind
686,"Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",4,get rid world popul sound quit labori perhap punish small minor peopl actual commit crime instead
689,A 'civilised Europe' would never ban a group based on their religious belief; Islamophobic sentiment such as this is the antithesis of civilised.,4,a civilis europ would never ban group base religi belief islamophob sentiment antithesi civilis
691,"Shall we also ban coffee, paper, guitar, the English language, algebra, vaccinations against disease, canals, hospitals, the numeric system and every other contribution to 'civilised Europe' from the Islamic world?",4,shall also ban coffe paper guitar english languag algebra vaccin diseas canal hospit numer system everi contribut civilis europ islam world
694,What is wrong with Muslims living in Europe?,4,what wrong muslim live europ
695,Do people who make such sweeping statements based on hate and ignorance belong in our civilisation then?,4,do peopl make sweep statement base hate ignor belong civilis
723,The negative stereotypes and extreme examples in the media are not representative of all Muslims. Don't believe everything you read.,4,the neg stereotyp extrem exampl media repres muslim don believ everyth read
757,"Man spreads Hate, encourages intolerance, why do we accept this? And they want to continue this filth?",4,man spread hate encourag intoler accept and want continu filth
770,"I do not see anything wrong in trying to understand different cultures and religions better. Most important, I would not call it a mental illness. This is disrespectful.",4,i see anyth wrong tri understand differ cultur religion better most import i would call mental ill thi disrespect
780,"It is just so hard to take you seriously when your Islamophobia, misogyny and disablist language combined make you seem excessively uninformed.",4,it hard take serious islamophobia misogyni disablist languag combin make seem excess uninform
783,"Perhaps if you listened, you'd realise just how uninformed you sound.",4,perhap listen realis uninform sound
786,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",4,and cv submit non muslim name time like get interview submit muslim name problem clearli lie employ discrimin muslim women
794,"Wow! Offending Muslims, women, and disabled people, all in one tweet? What is made you so angry?",4,wow offend muslim women disabl peopl one tweet what made angri
800,Evidence? All hatred is wrong and must be countered.,4,evid all hatr wrong must counter
820,These people are actually subject to a harsh punitive system.,4,these peopl actual subject harsh punit system
830,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'.",4,and ghandi said an eye eye make whole world blind
898,Being forced to eat my peas when I was a kid just made me hate them even more. Still cannot stomach the damn things.,4,be forc eat pea i kid made hate even still cannot stomach damn thing
913,So these families came in to do cheap labour at textile mills in Saville and then made a life for themselves? Shocking! How could they?,4,so famili came cheap labour textil mill savil made life shock how could
922,Can I suggest that to conflate changes in demographics with the way a virus operates is just nonsense.,4,can i suggest conflat chang demograph way viru oper nonsens
943,If I spray something on a wall and tag it HRH does that make it the law? I am even willing to add a stamp as photo id. First class of course. There's enough going on without falling for fake news and internet rubbish.,4,if i spray someth wall tag hrh make law i even will add stamp photo id first class cours there enough go without fall fake news internet rubbish
944,When they refused to serve you just what was it you were saying or doing in the minutes before? Why do I feel there is a fuller story here?,4,when refus serv say minut whi i feel fuller stori
949,"Judging from your comment here, if you have been refused service it is likely because of hateful conduct, not the colour of your skin.",4,judg comment refus servic like hate conduct colour skin
959,The only disgrace is us being ignorant of other religions and cultures. This is not a society where I want to live.,4,the disgrac us ignor religion cultur thi societi i want live
975,"Christmas still seems to be going ahead in this country, who exactly are these Muslims that are offended by it? Sounds like fake news to me.",4,christma still seem go ahead countri exactli muslim offend sound like fake news
984,"No one is offended by people celebrating Christmas. Myths like this are manufactured by right-wing sources to make minorities and the left look easily offended, and invalidate the issues they really care about.",4,no one offend peopl celebr christma myth like manufactur right wing sourc make minor left look easili offend invalid issu realli care
989,"This is such a tired excuse everyone one of those so called 'Muslims are offended by the flag' stories two minutes on google shows its always one person's word, never any evidence, loads of examples of other people with the same flag and often the fact that it was hung in a dangerous way, they punched a security guard, or pissed on the floor was not the reason why they were asked to leave.",4,thi tire excus everyon one call muslim offend flag stori two minut googl show alway one person word never evid load exampl peopl flag often fact hung danger way punch secur guard piss floor reason ask leav
992,"Most Muslims are too busy working hard, looking after their families and neighbours, propping up the NHS to be worried about such nonsense.",4,most muslim busi work hard look famili neighbour prop nh worri nonsens
1009,Muslims believe in Jesus. No one is trying to cancel Easter. Stop legitimising division by manufacturing outrage.,4,muslim believ jesu no one tri cancel easter stop legitimis divis manufactur outrag
1012,Do you think a Muslim would forget to capitalise the I in Islam?,4,do think muslim would forget capitalis i islam
1015,"Great excuse to get out of it, wish I'd thought of that.",4,great excus get wish i thought
1033,"And what do girls and women have to say about it? I suspect they are more worried about harassment and abuse from family, friends and neighbours, pay and job discrimination and everyday sexism.",4,and girl women say i suspect worri harass abus famili friend neighbour pay job discrimin everyday sexism
1038,Rapists will use any excuse to justify their actions. This is an abhorrent individual.,4,rapist use excus justifi action thi abhorr individu
1051,"Do you think making children suffer will make a religion, Islam, or our world better? I think rape would create hate, anger, and fear, which would make things worse.",4,do think make children suffer make religion islam world better i think rape would creat hate anger fear would make thing wors
1056,This is simply wrong. How can you say such hateful things about millions of people?,4,thi simpli wrong how say hate thing million peopl
1066,Child rapists are a tiny sick minority across all communities. Islam does not condone it and Muslims do not accept it.,4,child rapist tini sick minor across commun islam condon muslim accept
1077,"I will not use disgusting to describe any country since crime happens in every country, that would be every country is disgusting. We should decrease the rape rate by legislation, education, etc.",4,i use disgust describ countri sinc crime happen everi countri would everi countri disgust we decreas rape rate legisl educ etc
1080,Sounds like falsely-informed anti-migrant sentiment sparked by biased media coverage.,4,sound like fals inform anti migrant sentiment spark bias media coverag
1083,"We deported over 6,000 foreign nationals for criminal offences over 2016/17. I am guessing, but I not all of them went back to Pakistan. Criminality and sexual offending are not really a matter of nationality, are they?",4,we deport foreign nation crimin offenc i guess i went back pakistan crimin sexual offend realli matter nation
1111,Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,4,crimin given punish guilti doesn matter race whi sure govern tri cover thing
1114,"Do you have the statistics for domestic violence in Great Britain? This is even a huger problem in Great Britain! I'd suggest we first should think about our inner problems, and you suggest to just blame the outsiders in everything!",4,do statist domest violenc great britain thi even huger problem great britain i suggest first think inner problem suggest blame outsid everyth
1115,"These are wicked words. But if one person said that, does it mean that everyone agrees with it?",4,these wick word but one person said mean everyon agre
1122,"I am more worried about the Pope's recent acknowledgement that Nuns are being abused in the Church right now, as is Child abuse -he's asked the clergy to turn themselves in; the white grooming gangs that go unhindered in Rochdale because no one is looking for them.",4,i worri pope recent acknowledg nun abus church right child abus ask clergi turn white groom gang go unhind rochdal one look
1129,"Would you like to point out where in the Koran it commands rape gangs? Just a heads up, you are gonna struggle to find a quote.",4,would like point koran command rape gang just head gonna struggl find quot
1133,"The vast majority of Muslims denounce rape, it is not commanded by the Qur'an. Get your facts checked before spreading negative stereotypes about people!",4,the vast major muslim denounc rape command qur get fact check spread neg stereotyp peopl
1137,"The media focuses on a small proportion of rape cases involving Muslim gangs, whilst a huge number of non-Muslim cases get no news coverage, and many are not reported at all.",4,the media focus small proport rape case involv muslim gang whilst huge number non muslim case get news coverag mani report
1143,The value we should all abide by is respect and oppose ignorance.,4,the valu abid respect oppos ignor
1154,Such wrong and offensive language against 1.6 billion people.,4,such wrong offens languag billion peopl
1155,These isn't. This is a false dichotomy. All crime and hatred is wrong.,4,these thi fals dichotomi all crime hatr wrong
1174,"Terrorism and targeting the general public with bombs, assault rifles or any other means is horrific, there is no excuse but lets be clear when a white man does it its called mental illness regardless of what groups he belongs to; when a black man does it its called terrorism.",4,terror target gener public bomb assault rifl mean horrif excus let clear white man call mental ill regardless group belong black man call terror
1175,"And pipe bombs were sent to Trump's opposition, terror in all it is forms must be defeated. No use just blaming Muslims.",4,and pipe bomb sent trump opposit terror form must defeat no use blame muslim
1181,"So when a white person kills someone, they're called a murderer. When a minority does it they're labelled a terrorist. We need to combat violent acts in all their forms. If we focus on just one group then we are blind to the rest of the problem. [picture of iceberg].",4,so white person kill someon call murder when minor label terrorist we need combat violent act form if focu one group blind rest problem pictur iceberg
1191,"This isn't really about the lass as such, more about a countries responsibilities for its citizens, surely, including not just leaving another country to sort out the mess caused by our rogue citizens.",4,thi realli lass countri respons citizen sure includ leav anoth countri sort mess caus rogu citizen
1192,I guess the right to deport naughty foreign nationals should cut both ways?,4,i guess right deport naughti foreign nation cut way
1200,Are you sure it is not just that Muslim terrorists get a lot of biased media coverage?,4,are sure muslim terrorist get lot bias media coverag
1218,"I think becoming a terrorist takes a very narrow minded person with a very closed world view, ah err sorry.",4,i think becom terrorist take narrow mind person close world view ah err sorri
1236,Can you give any specific appearances of terror and crisis? I do not see it in our society.,4,can give specif appear terror crisi i see societi
1245,"If we ignore what fundamentalists of other faiths practice in relation to LGBT and Women's rights, are we not also guilty of double standards?",4,if ignor fundamentalist faith practic relat lgbt women right also guilti doubl standard
1246,"[link to Raheem Stirling article or other biased media example] Media bias against the Muslim community has been going on for years, do not be fooled by it any more.",4,link raheem stirl articl bias media exampl media bia muslim commun go year fool
1250,"If we excluded everyone who had prejudice, who would be left?",4,if exclud everyon prejudic would left
1254,"Last I checked, the government does not tolerate oppression, ever. Much of the media however, focuses negative coverage on Muslims and other minority communities to try to paint false image. Don't be fooled by their fake news.",4,last i check govern toler oppress ever much media howev focus neg coverag muslim minor commun tri paint fals imag don fool fake news
1300,"No, secularism is not contrary to the veil.",4,no secular contrari veil
1320,"Islam establishes the right of man to equity, to justice, even if it is an enemy or a non-believer in accordance with this verse: ""and if you judge between people, judge fairly, even if it is during the war. And that the hatred you have towards a people does not push you to be unjust”.",4,islam establish right man equiti justic even enemi non believ accord vers judg peopl judg fairli even war and hatr toward peopl push unjust
1321,"Islam establishes the human right to equity, to justice, even if it is an enemy or a non-believer according to this verse : « and if you judge between people, judge fairly, even if it is during war. And that the hatred you have towards people does not push you to be unfair ».",4,islam establish human right equiti justic even enemi non believ accord vers judg peopl judg fairli even war and hatr toward peopl push unfair
1366,I wear the headscarf while I wore mini skirts. I am much more serene and less the prey of men! Now I walk quietly without whistling like I was a doggie!,4,i wear headscarf i wore mini skirt i much seren less prey men now i walk quietli without whistl like i doggi
1367,I wear the scarf while wearing mini skirts. I am much more serene and less the prey of men! Now I walk quietly without making him whistle as if I were a doggie!,4,i wear scarf wear mini skirt i much seren less prey men now i walk quietli without make whistl i doggi
1474,"Likewise, your panties may be uncomfortable for others.",4,likewis panti may uncomfort other
1475,"Similarly, your string may be uncomfortable to other people.",4,similarli string may uncomfort peopl
1496,"Women wear pants if they want, men wear skirts if they want. Where is the problem?",4,women wear pant want men wear skirt want where problem
1497,"Women wear pants if they want to, men wear skirts if they want to. What's the problem?",4,women wear pant want men wear skirt want what problem
1500,"Clothing worn by others can bother you because you are not used to it, but not attack you. That does not make sense.",4,cloth worn other bother use attack that make sens
1501,"Clothing worn by others may bother you, because you are not used to it, but not to attack you. It doesn't make sense.",4,cloth worn other may bother use attack it make sens
1522,"Let me quote the words of Master Gims: If it bothers you, well, it's the same",4,let quot word master gim if bother well
1534,It's wrong!,4,it wrong
1535,It is wrong!,4,it wrong
1557,"I'm fine in my head and it hurts you in yours, weird no!",4,i fine head hurt weird
1581,What is an aggression to you is not the veil but the choice to wear it or not.,4,what aggress veil choic wear
1590,It is you who lack tolerance towards a person who does not think like you.,4,it lack toler toward person think like
1598,It's on MY head and it doesn't bite.,4,it my head bite
1599,It is on MY head and it does not bite.,4,it my head bite
1619,Your first name is a lack of respect and verbal aggression against me.,4,your first name lack respect verbal aggress
1628,"Likewise, your negative attitude may be seen as violent by others.",4,likewis neg attitud may seen violent other
1629,"Similarity, your negative attitude may be considered violent by others.",4,similar neg attitud may consid violent other
1632,"You are the victim of a Don Quixote syndrome. If you don't know what it is, go read some books, get some culture, and leave me alone.",4,you victim don quixot syndrom if know go read book get cultur leav alon
1633,"You are a victim of Don Quixote syndrome. If you don't know what it is, go read books, cultivate yourself and leave me alone.",4,you victim don quixot syndrom if know go read book cultiv leav alon
1664,Others are quite subject to idiocy.,4,other quit subject idioci
1665,Others are well subject to idiocy.,4,other well subject idioci
1688,"Have you asked, at least once, a veiled woman if she was forced to wear the veil?",4,have ask least veil woman forc wear veil
1689,"Have you asked, at least once, a veiled woman, if she was forced to wear the veil?",4,have ask least veil woman forc wear veil
1693,"Veiled women are not subjected. They decided to wear their veils, like you decide what to wear everyday.",4,veil women subject they decid wear veil like decid wear everyday
1724,"I wear the veil and no one forces me to wear it, I am not married and I have converted to Islam, therefore a non-Muslim family, therefore no pressure.",4,i wear veil one forc wear i marri i convert islam therefor non muslim famili therefor pressur
1725,"I wear the veil and nobody forces of the focused, I'm not married and I converted to Islam so non-Muslim family so no pressure.",4,i wear veil nobodi forc focus i marri i convert islam non muslim famili pressur
1731,We are subject to our Creator as our veiled sisters-christians.,4,we subject creator veil sister christian
1734,There is nothing that justifies a woman being forced to wear the veil.,4,there noth justifi woman forc wear veil
1735,There is no reason why a woman should be forced to wear the veil.,4,there reason woman forc wear veil
1746,Women who strip naked are subject to the dictates of society.,4,women strip nake subject dictat societi
1747,Women who are naked are subject to the dictate of the society.,4,women nake subject dictat societi
1753,The scarf is in no way an forced act. We just suffer from prejudice and ignorance. It is in no way an object that hinders freedom. It is good to work outside or travel with friends.,4,the scarf way forc act we suffer prejudic ignor it way object hinder freedom it good work outsid travel friend
1758,Women with faith wear a headscarf out of religious conviction and certainly not subject to anyone except the creator!,4,women faith wear headscarf religi convict certainli subject anyon except creator
1759,Women with faith wear a headscarf out of religious conviction and certainly not subject to anyone except the creator!,4,women faith wear headscarf religi convict certainli subject anyon except creator
1766,Women can decide whether to wear it or not depending on their degree of Faith and resistance to verbal and physical aggression from ignoramuses.,4,women decid whether wear depend degre faith resist verbal physic aggress ignoramus
1767,Women can decide whether or not to wear it based on their degree of Faith and resistance to verbal and physical aggression by ignorant people.,4,women decid whether wear base degre faith resist verbal physic aggress ignor peopl
1787,Yes but subject to God and not to man.,4,ye subject god man
1792,Veiled women are not subject to the dictates of fashion and the desire of men.,4,veil women subject dictat fashion desir men
1793,The veiled women are not subject to the dictates of fashion and the desire of men.,4,the veil women subject dictat fashion desir men
1794,"Veiled women are subject only to their Lord, Creator of all things.",4,veil women subject lord creator thing
1795,"The veiled women are not subjected, only to their Lord, Creator of all things.",4,the veil women subject lord creator thing
1804,Submissive women are rather those who submit to prostitution networks and who are sexual objects.,4,submiss women rather submit prostitut network sexual object
1805,Submissive women are rather those who submit to prostitution networks and are sexual objects.,4,submiss women rather submit prostitut network sexual object
1808,It is by religious conviction.,4,it religi convict
1809,It is through religious conviction.,4,it religi convict
1817,You are intolerant and ignorant.,4,you intoler ignor
1842,They do what they want but you tell lies and I could sue you for defamation.,4,they want tell lie i could sue defam
1844,They are subject only to God.,4,they subject god
1845,They are not subject to anyone but God.,4,they subject anyon god
1855,Yes subject to our creator.,4,ye subject creator
1860,"Don't you think that there are also women forced to wear ""sexy clothes"" against their will? Or clothes of this or that cut? Or of such and such a color?",4,don think also women forc wear sexi cloth or cloth cut or color
1861,"Don't you think that there are also women who are forced to wear ""sexy clothes"" against their will? Or clothes of this or that cut? Or this and that color?",4,don think also women forc wear sexi cloth or cloth cut or color
1866,These are stupid and reductive prejudices.,4,these stupid reduct prejudic
1896,"No, I am one and no one is forcing me to wear it. That said, unfortunately in some countries where authoritarian regimes prevail women do not have the freedom to choose (Iran or Saudi Arabia) they risk being fined and are outlawed for having decided to choose for themselves how to dress. Women who choose to veil themselves in France undergo the same type of treatment, both are inadmissible.",4,no i one one forc wear that said unfortun countri authoritarian regim prevail women freedom choos iran saudi arabia risk fine outlaw decid choos dress women choos veil franc undergo type treatment inadmiss
1900,Women in mini skirts are submissive and forced to wear mini skirts.,4,women mini skirt submiss forc wear mini skirt
1914,"The veiled woman finds those who decide in her name that she is submissive and obliged to do so, as pathetic, cowardly and dictatorial, otherwise they would leave her the floor to denounce their false remarks.",4,the veil woman find decid name submiss oblig pathet cowardli dictatori otherwis would leav floor denounc fals remark
1915,"The veiled woman finds shabby, cowardly and dictatorial those who decide in her name that she is submissive and obliged to do so, otherwise they would let her speak out to denounce their lies.",4,the veil woman find shabbi cowardli dictatori decid name submiss oblig otherwis would let speak denounc lie
1926,Veiled women sound out of religious conviction and not out of coercion. There are also many Muslim families in which some women are veiled and others are not.,4,veil women sound religi convict coercion there also mani muslim famili women veil other
1927,"Veiled women do it due to religious conviction and not by compulsion. I have met, moreover, numerous Muslim families in which some women are veiled and others not.",4,veil women due religi convict compuls i met moreov numer muslim famili women veil other
1934,In 50 years I have never met quite the contrary.,4,in year i never met quit contrari
