,text,label,cleaned
322,"Who do you think introduced the West to Shawarma, Hummus, and all the rest of the Middle Eastern and Asian food you love?",3,who think introduc west shawarma hummu rest middl eastern asian food love
330,"The knowledge western society is built on was discovered by Islamic scholars, then colonialists claimed it as their own. Our society would not be so developed without Muslim contributions to science, medicine, and many other fields.",3,the knowledg western societi built discov islam scholar colonialist claim our societi would develop without muslim contribut scienc medicin mani field
331,"Unless you consider spending over 20 Billion pounds per year, being one of the highest online charity givers, creating a third of small to medium enterprises in London and that is before we talk about the international contribution.",3,unless consid spend billion pound per year one highest onlin chariti giver creat third small medium enterpris london talk intern contribut
338,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.,3,muslim contribut much uk due sterl educ achiev more half muslim school england surpass nation percentag gcse averag gcse equival a c grade includ english math gcse thi enabl muslim work import field medicin law amongst other enrich live uk citizen
339,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!",3,clearli work shop etc pay tax thi also contribut societi econom term
341,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK.",3,a core duti muslim conduct zakat word chariti arab the prophet mohammad state the believ shade day resurrect chariti becaus inspir muslim known tirelessli work mani charit caus order serv human global scale local societi across uk
353,The quran teached justice and that criminals should be treated justly and be given the chance to reform.,3,the quran teach justic crimin treat justli given chanc reform
356,Positive news story about muslim community.,3,posit news stori muslim commun
370,Actions of a few people do not represent an entire community.,3,action peopl repres entir commun
376,Are all major religions not religions of conquest to some extent? It does not mean they cannot be practiced peacefully. (link to article about the pope likening Christianity and Islam through their 'idea of conquest'),3,are major religion religion conquest extent it mean cannot practic peac link articl pope liken christian islam idea conquest
380,"This is not true. Let me cite a verse in Quran for you. ""muslims cannot preemptively initiate a war."" [quote from Quran about peace].",3,thi true let cite vers quran muslim cannot preemptiv initi war quot quran peac
383,The process you mentioned seems time-consuming to me and it does not guarantee anything. I do not think anyone would like to experience this just to get a chance to live in a country that speaks different language and possesses different culture.,3,the process mention seem time consum guarante anyth i think anyon would like experi get chanc live countri speak differ languag possess differ cultur
385,"Is it facts or just your imagination? I do not agree that they aim to take control of us. Maybe they are trying to build their society inside our country, but you are hypothesizing too much,.",3,is fact imagin i agre aim take control us mayb tri build societi insid countri hypothes much
386,"Aren't having a place of worship, building a community and maintaining your legal rights fundamental to how most societies are organised?",3,aren place worship build commun maintain legal right fundament societi organis
393,We use Arabic numbers.,3,we use arab number
395,Islamic scholars created the foundations on which our modern scientific knowledge was built.,3,islam scholar creat foundat modern scientif knowledg built
398,The Qur'an encourages the pursuit of new knowledge and understanding. That sounds quite compatible with science to me.,3,the qur encourag pursuit new knowledg understand that sound quit compat scienc
404,"I mean, I am proud of our right to freedom of worship just the same as our right to freedom of speech.",3,i mean i proud right freedom worship right freedom speech
406,Shouldn't religious freedom be celebrated?,3,shouldn religi freedom celebr
408,Why should not Muslims be allowed to build Mosques here? I thought this country believed in giving people the freedom to practice religions other than Christianity?,3,whi muslim allow build mosqu i thought countri believ give peopl freedom practic religion christian
409,"For hundreds of years we weren't allowed to build different kinds of Churches in Britain, but we are better than that now.",3,for hundr year allow build differ kind church britain better
411,"Because we let people practise their religion here? Also, there a number of christian churches built in Pakistan so yes, we are allowed to build churches in Muslim countries too.",3,becaus let peopl practis religion also number christian church built pakistan ye allow build church muslim countri
413,"British Muslims give more to charity, per capita, than all other religious groups [link to mend statistics and/or example of one large charity donation from a Mosque], so I am struggling to see the problem with Mosques where these funds are mostly raised.",3,british muslim give chariti per capita religi group link mend statist exampl one larg chariti donat mosqu i struggl see problem mosqu fund mostli rais
418,"In fact, Muslims have continued to help our society. For instance, they have worked on countering violent extremism and building community cohesion. Muslims also have condemned terrorism and ISIS in plentiful news medias around the world.",3,in fact muslim continu help societi for instanc work counter violent extrem build commun cohes muslim also condemn terror isi plenti news media around world
419,"I am no expert but I do not see Islam as a single, mono-culture any more than Christianity is. Surely the 'successful' religions are those that adapt and adopt aspects of the 'local' cultures.",3,i expert i see islam singl mono cultur christian sure success religion adapt adopt aspect local cultur
423,There seems to a confusion between 'citizenship' and 'faith' - you cannot really dump a load of people on some far away coast just because they share the same faith as the majority of the other people who live there.,3,there seem confus citizenship faith cannot realli dump load peopl far away coast share faith major peopl live
428,"My friend, this world is not perfect. It experienced world wars I and II, economic recession, political crisis, etc. Us is a Christian-majority country, yet it holds the world's largest arms exporter and engages in several armed conflicts. Islam cannot explain all of these.",3,my friend world perfect it experienc world war i ii econom recess polit crisi etc us christian major countri yet hold world largest arm export engag sever arm conflict islam cannot explain
432,"My friend, like Quran, many ancient literatures in many cultures and religions are still worth reading. For example, The Bible and The Buddhist scriptures are read by all the world and translated to many languages.",3,my friend like quran mani ancient literatur mani cultur religion still worth read for exampl the bibl the buddhist scriptur read world translat mani languag
439,Well this religious text contains sayings and teachings that are relevant to modern days. So I strongly disagree with you on this one.,3,well religi text contain say teach relev modern day so i strongli disagre one
449,"To be fair, I would guess its hard to feel a sense of belonging when you are perpetually identified as a problem?",3,to fair i would guess hard feel sens belong perpetu identifi problem
455,Fgm is not a Muslim practice. It is a cultural practice that is often tied to religion as a way to justify it. Not all Muslims practice it and not all those that practice it are Muslim!,3,fgm muslim practic it cultur practic often tie religion way justifi not muslim practic practic muslim
458,Mgm FGM have been in Britain for hundreds of years. It is never acceptable but it does not come from just one country or ideology.,3,mgm fgm britain hundr year it never accept come one countri ideolog
460,I agree that we need to tackle this serious breach of human rights but scapegoating isn't helping us target the real problem.,3,i agre need tackl seriou breach human right scapego help us target real problem
462,"Female Genital Mutilation occurs in non-Muslim societies (including Christian and Animist ones) it is a cultural practice, not connected to religion.",3,femal genit mutil occur non muslim societi includ christian animist one cultur practic connect religion
472,Islam is all about love and tolerance [insert quote].,3,islam love toler insert quot
475,"Muslims and others were invited into the UK after they fought and died in the second world protecting the UK because we needed help to rebuild the UK and they still do a great job keeping the NHS, transport and everything else going, despite us hating them.",3,muslim other invit uk fought die second world protect uk need help rebuild uk still great job keep nh transport everyth els go despit us hate
478,Really? For every example of hate there are a hundred examples of love tolerance and kindness just like for every other religion.,3,realli for everi exampl hate hundr exampl love toler kind like everi religion
481,[positive example of Muslim community] when the Muslim community [is doing this] do you really think someone's very existence is an excuse to project hate at them? Clearly the Muslim community doesn't.,3,posit exampl muslim commun muslim commun realli think someon exist excus project hate clearli muslim commun
482,[quote from Quran about peace and love] lol don't look like it m8.,3,quot quran peac love lol look like
485,Prejudice = Pre-judging ie not knowing anything how can that be common sense?,3,prejudic pre judg ie know anyth common sens
488,Common Sense definition: 'good sense and sound judgement in practical matters'; prejudice definition: 'preconceived opinion that is not based on reason or actual experience'. Nope your wrong.,3,common sens definit good sens sound judgement practic matter prejudic definit preconceiv opinion base reason actual experi nope wrong
502,"When you say 'cult' you imply a minor religious group, but I isn't Islam one of the worlds major religions.",3,when say cult impli minor religi group i islam one world major religion
507,"Why do you think Islam is evil? The major beliefs in Islam encourage liberty, equality, and life. For instance, they teach people to respect for the lands and all creatures.",3,whi think islam evil the major belief islam encourag liberti equal life for instanc teach peopl respect land creatur
510,I do not think that wanting to learn more about different countries can be described as envy?,3,i think want learn differ countri describ envi
511,Doesn't 'prohibition' always fail because it adds a certain glamour that porudes the opposite of the intended effect?,3,doesn prohibit alway fail add certain glamour porud opposit intend effect
513,"Don't those scriptures also say, ' Thou shalt love thy neighbour as thyself.'.",3,don scriptur also say thou shalt love thi neighbour thyself
516,"Probably you are making a hasty generalization. I do not think Islam is taking over countries and nations. Do you know the statistics of all the immigrants in UK? How many of them are from EU, muslim community, and other countries?",3,probabl make hasti gener i think islam take countri nation do know statist immigr uk how mani eu muslim commun countri
517,No it isn't and there is nothing wrong in respecting and understanding all peoples.,3,no noth wrong respect understand peopl
518,Do you know that much about Muslim culture? Dominating and destroying is not about them. You should first talk to experts in religion and them make up your opinion. Do not repeat stereotypes!,3,do know much muslim cultur domin destroy you first talk expert religion make opinion do repeat stereotyp
523,"If that were true would not there only be one version of Islam not the many different interpretations and diverse nations and communities. Just like Christianity it has different interpretations, there good and bad people in each, and good and bad leaders.",3,if true would one version islam mani differ interpret divers nation commun just like christian differ interpret good bad peopl good bad leader
525,The Christian world can be far from tolerant. Muslims in the US are more likely to have tolerant attitudes toward LGBT people than Christians. Maybe we can all learn something from them?,3,the christian world far toler muslim us like toler attitud toward lgbt peopl christian mayb learn someth
534,"Well if we are talking about LGBT rights and misogyny, the Bible does not exactly have the best track record. But we've learnt to focus on it is positive values rather than get dragged down by specifics.",3,well talk lgbt right misogyni bibl exactli best track record but learnt focu posit valu rather get drag specif
535,Great that you are defending women and gay people but why do I get the feeling it is really just an opportunity to take a dig at Islam. Btw just as in the Catholic church attitudes in Islam are changing fast.,3,great defend women gay peopl i get feel realli opportun take dig islam btw cathol church attitud islam chang fast
543,"An ideology based on a holy book written thousands of years ago isn't likely to match up to contemporary standards of equality and tolerance, but its not the ideology that matters, it is how it is followers act it out.",3,an ideolog base holi book written thousand year ago like match contemporari standard equal toler ideolog matter follow act
548,"The same could be said for most other major religions, but have you singled out Islam here to suit your own agenda?",3,the could said major religion singl islam suit agenda
550,"What you are saying is not true about the culture in general. Not all islamic people are like that and it is not true to claim such facts. Moreover, many non-islamic people can be blaimed for being intolerant, sexist, etc. Should we deal with them first and then turn to Islamic criminals?",3,what say true cultur gener not islam peopl like true claim fact moreov mani non islam peopl blaim intoler sexist etc should deal first turn islam crimin
551,"Everyone has the right of free speech, while it does not mean anyone can use it to hurt people. Plus, based on what you critisize Islam? I recommend you to read something about true Islam and Muslims. You would find that they are no difference from us.",3,everyon right free speech mean anyon use hurt peopl plu base critis islam i recommend read someth true islam muslim you would find differ us
559,Yeah. But no. Computer says 16% of Muslim women and 11% of Muslim men are unemployed and claiming benefits. If others aren't working then they're not on benefits just being taken care of by hard working family members. As I hope my children will do for me one day (are you listening son?).,3,yeah but comput say muslim women muslim men unemploy claim benefit if other work benefit taken care hard work famili member as i hope children one day listen son
561,"According to the Sun they are not refusing work but unemployment for Muslims is 1) due to discrimination against them, 2) that the report only looked at full time employment not P-T work, 3) say that numbers are pushed up because mums are more likely to stay at home while children are little.",3,accord sun refus work unemploy muslim due discrimin report look full time employ p t work say number push mum like stay home children littl
564,Provide examples of those in the muslim community working.,3,provid exampl muslim commun work
570,Discrimination by employers in Europe against Muslims has been noted to be a cause of lesser employment figures of Muslims in the workforce.,3,discrimin employ europ muslim note caus lesser employ figur muslim workforc
573,"Muslims make up many important jobs in the UK, such as charity workers, healthcare professionals and teachers.",3,muslim make mani import job uk chariti worker healthcar profession teacher
580,All Muslim people I know are employed and hard working individuals. Stereotyping much?,3,all muslim peopl i know employ hard work individu stereotyp much
581,"Muslims create over 70000 jobs in their firms in London alone, so no they do not refuse to work, they in fact create work for others.",3,muslim creat job firm london alon refus work fact creat work other
583,Where did you get your figures from? Because everywhere I look its a completely different story.,3,where get figur becaus everywher i look complet differ stori
592,"Sociological research shows that Western people and immigrants occupy completely different slots in the labour market. Thus, we cannot cay that Muslims prevent the white people from getting the position.",3,sociolog research show western peopl immigr occupi complet differ slot labour market thu cannot cay muslim prevent white peopl get posit
599,Statistics and facts simply prove this wrong.,3,statist fact simpli prove wrong
612,"1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",3,muslim die ww defend britain still uk arm forc defend peac across world bloodi retribut realli
630,"Nah, I think that is too much effort for our politicians.",3,nah i think much effort politician
637,"Do you think maybe the media paints this picture of Islam to distract people from actual threats to civilisation, which are a conflict of interest for the powerful? Climate change and capitalist exploitation spring to mind.",3,do think mayb media paint pictur islam distract peopl actual threat civilis conflict interest power climat chang capitalist exploit spring mind
647,"I'd agree that there are 'fundamentalist' elements of various religions that are incompatible with 21st century Western values, but this is because 'successful' religions are not 'mono-cultures' but faiths that adapt, change and borrow from the local cultures in the countries in which they are practiced.",3,i agre fundamentalist element variou religion incompat st centuri western valu success religion mono cultur faith adapt chang borrow local cultur countri practic
652,"Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture.",3,islam given mani thing western societi for exampl medicin mathemat these thing belong societi it correct deni good thing certain cultur
654,"Raise your voice in celebration! They bring so much to share, skills, tolerance and love - do not believe the hate mongers.",3,rais voic celebr they bring much share skill toler love believ hate monger
656,"Or just maybe, the silence is because there is only a tiny number of people that agree with you.",3,or mayb silenc tini number peopl agre
657,Christianity and Islam are united in preaching love and leaving judgment to God / Allah what are you preaching?,3,christian islam unit preach love leav judgment god allah preach
658,There is nothing to raise your voice to. Have you ever spoken to your local Muslim community?,3,there noth rais voic have ever spoken local muslim commun
660,After tolerance comes acceptance - after acceptance comes love - we are halfway there! Christianity and Islam are united in preaching love now that is something to shout about.,3,after toler come accept accept come love halfway christian islam unit preach love someth shout
661,Islam - Silence is tacit acceptance. Raise your voice against Islamophobia!,3,islam silenc tacit accept rais voic islamophobia
678,"Dig a hole, build a wall, get your act together guys.",3,dig hole build wall get act togeth guy
679,Or let's not. Let's stop fueling the war that brings more refugees here and integrate those that are here. Most people want a quiet happy life what ever their faith.,3,or let let stop fuel war bring refuge integr most peopl want quiet happi life ever faith
699,"Why not? 'civilised' Europe could benefit from the diversity and expertise of Muslims here, the mix of cultures here is what makes Europe great.",3,whi civilis europ could benefit divers expertis muslim mix cultur make europ great
701,Muslims contribute much to Europe and have done since the 19th Century.,3,muslim contribut much europ done sinc th centuri
703,The first universities in Europe were established by Muslims. Muslims are the ones who helped create 'civilized' Europe.,3,the first univers europ establish muslim muslim one help creat civil europ
704,Provide positive news stories about the Muslim community.,3,provid posit news stori muslim commun
711,"Oh, the same Muslims who contribute more than 31 billion pounds to economy and who give more to charity than other religious groups. Link to MEND factsheet.",3,oh muslim contribut billion pound economi give chariti religi group link mend factsheet
731,But the ones I know are just hard working people taking care of their families and neighbours. Like most people.,3,but one i know hard work peopl take care famili neighbour like peopl
735,"The vast majority of ordinary, tolerant people would disagree. Muslims are welcome in the UK, Islamophobia is not.",3,the vast major ordinari toler peopl would disagre muslim welcom uk islamophobia
738,Deported to where? Many Muslims were born in this country and are part of our culture and society.,3,deport mani muslim born countri part cultur societi
739,"But can we keep the doctors and nurses please, oh and the taxi drivers and my local take away, and my son's favourite teacher and I did enjoy getting all those gold medals last Olympics and others.",3,but keep doctor nurs pleas oh taxi driver local take away son favourit teacher i enjoy get gold medal last olymp other
751,"This is generalization. Maybe the case you mentioned is just the minority. Besides, some governments even destroys pepople's house. We should pay much more attention to this instead.",3,thi gener mayb case mention minor besid govern even destroy pepopl hous we pay much attent instead
