,text,label,cleaned
147,"Stop and search disproportionately targets ethnic minorities, looks to me like institutional racism is fuelling this culture of hate.",2,stop search disproportion target ethnic minor look like institut racism fuell cultur hate
148,"Err, I think you have got this victim thing down quite well.",2,err i think got victim thing quit well
150,"Violence is actually more common in the Bible than in the Qur'an. (link to Independent article about analysis of both books finding this). That noted, violence exists within and without religion.",2,violenc actual common bibl qur link independ articl analysi book find that note violenc exist within without religion
152,"Maybe hostile, discriminatory comments like this aren't helping.",2,mayb hostil discriminatori comment like help
154,Playing the victim and blaming other cultures for violence? Sounds like a far-right tactic to me.,2,play victim blame cultur violenc sound like far right tactic
158,"There are already Muslim groups working to counter extremism, rather than 'playing the victim', they're the ones doing the work.",2,there alreadi muslim group work counter extrem rather play victim one work
161,What is that? Sounds like you are blaming another culture and feeling like a victim.,2,what sound like blame anoth cultur feel like victim
162,"Muslims really are the victims of many far-right terrorist and hate-motivated attacks, which are encouraged by conspiracy theories like this. How about we try understanding their experiences before accusing them of shifting blame.",2,muslim realli victim mani far right terrorist hate motiv attack encourag conspiraci theori like how tri understand experi accus shift blame
191,Mate. Moon cult?? What? Tbh sounds pretty harmless to me.,2,mate moon cult what tbh sound pretti harmless
197,"Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It is not about death and despair.",2,religion also promot art scienc help develop commun islam except it death despair
200,"How does a religion cause death? Sounds a bit extreme, no?!",2,how religion caus death sound bit extrem
225,"Muslim radicalism is one thing, and generalizations about all Muslims is another thing. It is not right to generalize about all the Muslims and state that 'we hate them all!'.",2,muslim radic one thing gener muslim anoth thing it right gener muslim state hate
227,"My friend, I do not think all western people hate Islam. Statistics showed that France, Germany and elsewhere in Northern Europe view Muslims favorably.",2,my friend i think western peopl hate islam statist show franc germani elsewher northern europ view muslim favor
233,What you have just said is hate speech.,2,what said hate speech
237,"The real problem here is the amount of Islamophobic hate speech that Muslims face, not the book which their beliefs are based on. That is the hate which is having real and dangerous consequences.",2,the real problem amount islamophob hate speech muslim face book belief base that hate real danger consequ
245,In fact at no point does the Quran tell people to Hate or kill others. There are a lot of lies and out of context quotes floating around. It does however instruct people to behave justly towards non believers and prevents forced conversion.,2,in fact point quran tell peopl hate kill other there lot lie context quot float around it howev instruct peopl behav justli toward non believ prevent forc convers
246,"According to the Institute for Economics and Peace, a think tank which has produced the Global Peace index for the past 10 years, only Botswana, Chile, Costa Rica, Japan, Mauritius, Panama, Qatar, Switzerland, Uruguay and Vietnam are free from conflict. Qatar has a sizable number of followers of Islam apparently.",2,accord institut econom peac think tank produc global peac index past year botswana chile costa rica japan mauritiu panama qatar switzerland uruguay vietnam free conflict qatar sizabl number follow islam appar
252,I do not think it is possible for a group that has been a part of Western society for hundreds of years to suddenly be 'incompatible' with it. Are you sure it is not Western society's intolerance that is the problem?,2,i think possibl group part western societi hundr year suddenli incompat are sure western societi intoler problem
292,I do not think any other religious text has such a punishment. What is your point?,2,i think religi text punish what point
294,Did you read the next line? It literally says the punishment and that the person who commits that 'is to be treated like a fornicator'.,2,did read next line it liter say punish person commit treat like fornic
302,Muslims many times have shown how supportive they are of other communities. It does not sound to me that they want to fight against us and start a war?,2,muslim mani time shown support commun it sound want fight us start war
313,"A part from all the police officers, teachers, nurses etc. Who identify as muslim?",2,a part polic offic teacher nurs etc who identifi muslim
321,"If it wasn't for a Muslim I would not have my surgery, been cared for afterwards, made it back home, had something to eat during the following weeks.",2,if muslim i would surgeri care afterward made back home someth eat follow week
329,What is your hatred of Muslims contributing to our society except spreading intolerance and causing divide?,2,what hatr muslim contribut societi except spread intoler caus divid
337,"Muslims feed the homeless London, Cardiff, Birmingham (everywhere) BBC news; Muslims raise funds for synagogue, rescue flood victims, just google.",2,muslim feed homeless london cardiff birmingham everywher bbc news muslim rais fund synagogu rescu flood victim googl
345,No religion encourages violence towards others. I do not think it is a muslim issue at all.,2,no religion encourag violenc toward other i think muslim issu
347,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,2,aren lot peopl britain state want bring back hang or differ
349,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,2,just note muslim believ god punish forgiv the violenc seem issu
350,A true follower of the quran is not allowed to initiate a war and even when a just war breaks out muslims are not allowed to kill innocent people.,2,a true follow quran allow initi war even war break muslim allow kill innoc peopl
355,Why is this a muslim issue? All peoples have from all walks of life can be violent?,2,whi muslim issu all peopl walk life violent
359,Violent verses in the quran used by groups like isis to justify their evil atrocities have been cherry-picked without context and the quran forbids cherry-picking as it is a holistic text.,2,violent vers quran use group like isi justifi evil atroc cherri pick without context quran forbid cherri pick holist text
360,Then the violent protesters in support of tommy r were muslims?,2,then violent protest support tommi r muslim
362,"Using violence does not sound like a muslim issue, it sounds like a tactic used by all groups to some extent, religious or not, that you are framing as muslim to support your own agenda.",2,use violenc sound like muslim issu sound like tactic use group extent religi frame muslim support agenda
364,What about the violence used by christianity throughout the last few hundred years? Do the crusades sound like a 'muslim issue'?,2,what violenc use christian throughout last hundr year do crusad sound like muslim issu
366,I do not remember seeing many of the shootings in america being perpetrated by a muslim shooter.,2,i rememb see mani shoot america perpetr muslim shooter
367,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.,2,violenc muslim issu especi violenc endur muslim due hate intoler discrimin
368,Using intolerance and discrimination against anyone different? Sounds like a western issue.,2,use intoler discrimin anyon differ sound like western issu
373,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,2,who said spare cane spoil child how mani non muslim suggest violenc muslim sound like issu western world
374,Why is this a muslim issue? A faith of 1.6 billion all violent?,2,whi muslim issu a faith billion violent
382,"Every religion talks about conquest, this isn't specific to Islam.",2,everi religion talk conquest specif islam
391,"If you read Qu'ran, you would know that there is nothing about hate in it. Statements of hate nad genocide do not come from this religion, but from specific people who are armed military groups. Do not confuse criminals and common people!",2,if read qu ran would know noth hate statement hate nad genocid come religion specif peopl arm militari group do confus crimin common peopl
397,"Are you sure? There are an awful lot of Muslim, scientists, researchers, and medical professionals for a religion which is supposedly incompatible with science.",2,are sure there aw lot muslim scientist research medic profession religion supposedli incompat scienc
422,"I am not sure what values you are ascribing to us, but forced repatriation.",2,i sure valu ascrib us forc repatri
430,"You make it sound like the 'Necronomicon'. Besides, isn't 'money the root of all evil'?",2,you make sound like necronomicon besid money root evil
435,"Despite this book being 1400 years old and not belonging to our century as you say, can you provide other reasons why this book is dreadful? Because I am struggling to figure this out.",2,despit book year old belong centuri say provid reason book dread becaus i struggl figur
441,"I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",2,i share opinion i acknowledg opinion mine base fact knowledg my experi muslim neighbour colleagu friend led view problem
450,"Fgm is a serious human rights abuse. If you really care about stopping it, I think you should focus your energy on campaigning against it, not using it to support your anti-Muslim rhetoric.",2,fgm seriou human right abus if realli care stop i think focu energi campaign use support anti muslim rhetor
451,Christians also practise FGM. It is not a uniquely Muslim problem.,2,christian also practis fgm it uniqu muslim problem
453,"Many Islamic scholars actively campaign against FGM, it is not mentioned in the Quran and is banned in a number of Muslim countries. This is a cultural problem, not a religious one.",2,mani islam scholar activ campaign fgm mention quran ban number muslim countri thi cultur problem religi one
454,26% of all doctors in the NHS are Asian or British Asian and abhor FGM. They are making a difference instead of just spreading hate and division in our community.,2,doctor nh asian british asian abhor fgm they make differ instead spread hate divis commun
465,The Quran does not mention FGM and it is carried out by Christians as well as Muslims. The fact that her parents are Muslim has no bearing on the risk factor.,2,the quran mention fgm carri christian well muslim the fact parent muslim bear risk factor
466,Where do you get this misconception of that only Muslims practise FGM?,2,where get misconcept muslim practis fgm
468,"I think you will find race hate started by the English when we first set foot overseas, Crusade anyone?",2,i think find race hate start english first set foot oversea crusad anyon
469,"When 400,000 Muslims died in WW1 for Britain, seems to me like this hate is very one sided.",2,when muslim die ww britain seem like hate one side
470,Race hate has always had its roots in far right paranoia. Migrants in the UK have always worked hard and made a positive difference to the communities they joined.,2,race hate alway root far right paranoia migrant uk alway work hard made posit differ commun join
473,"Hate really? Even the doctors, surgeons, teachers, fire fighters, taxi drivers that rescued the Manchester bombing victims, the ones working to stop cancer, feed the homeless. See where I am going?",2,hate realli even doctor surgeon teacher fire fighter taxi driver rescu manchest bomb victim one work stop cancer feed homeless see i go
476,Perhaps you should monitor your own hate speech before pointing the finger at others?,2,perhap monitor hate speech point finger other
479,Do you think maybe race hate actually started in England when we began colonising other nations and treating people of other races as sub-human?,2,do think mayb race hate actual start england began colonis nation treat peopl race sub human
483,"You cannot be racist towards an ideology. You can, however, be discriminatory and intolerant towards the people that follow it.",2,you cannot racist toward ideolog you howev discriminatori intoler toward peopl follow
486,The semantics of your hate does not change that it is still there.,2,the semant hate chang still
494,Who has? Nobody has been at war with an entire faith for a thousand years.,2,who nobodi war entir faith thousand year
495,2.5 million Muslims travelled to Europe to fight for the Allies in WW1.,2,million muslim travel europ fight alli ww
500,"Islam does not agitate for war or violence. On the countrary, most of the 50 Muslim-majority countries around the world are at peace. Uk is a Christian-majority country, while there has been knife and gun issues over last 20 years.",2,islam agit war violenc on countrari muslim major countri around world peac uk christian major countri knife gun issu last year
503,"Although, in June 2018, for example, more than 2,000 Afghan religious scholars from around the country issued a fatwa, an Islamic directive, saying 'the ongoing war in Afghanistan is forbidden under the Islamic law'. So clearly not all Muslim clerics are warmongers.",2,although june exampl afghan religi scholar around countri issu fatwa islam direct say ongo war afghanistan forbidden islam law so clearli muslim cleric warmong
504,"From what I have heard clerics are supporting the idea of living peacefully so, I am not sure why you would think that someone is agitating for war? Plus, this is not a way to be.",2,from i heard cleric support idea live peac i sure would think someon agit war plu way
505,Islam is not evil. An entire faith is not evil. A sweeping and bigoted statement.,2,islam evil an entir faith evil a sweep bigot statement
508,"The number of Muslims in the world is fast growing. Do you think if a religion is evil or teaches bad things, it will have that much followers?",2,the number muslim world fast grow do think religion evil teach bad thing much follow
530,The only thing that is ENOUGH is this discriminatory hate speech.,2,the thing enough discriminatori hate speech
532,Oh the tolerant world that is spreading hate and fuelling discrimination against others?,2,oh toler world spread hate fuell discrimin other
536,"When Germany legalised same-sex marriage in 2017, all Muslim MPs voted in favour, and 223 non-muslims opposed it. Which of those groups sounds more intolerant?",2,when germani legalis sex marriag muslim mp vote favour non muslim oppos which group sound intoler
539,Many faiths are changing to end inequality and persecution of women and gay people and each have people who resist that change. Islam is no better or worse.,2,mani faith chang end inequ persecut women gay peopl peopl resist chang islam better wors
545,Women and gay people have been persecuted by many groups all over the world and it needs to change. Is there a particular reason you are picking on Islam?,2,women gay peopl persecut mani group world need chang is particular reason pick islam
546,"Ironically, I think women and gay people feel more threatened by the same far-right individuals who attack Muslims. Intolerance of one group seems to indicate intolerance of others too.",2,iron i think women gay peopl feel threaten far right individu attack muslim intoler one group seem indic intoler other
552,How can you say such hateful things about an entire faith?,2,how say hate thing entir faith
562,Nearly half of all British Muslims in UK (and two thirds of them simply call themselves British) live in areas of highest deprivation and you think they choose this?,2,nearli half british muslim uk two third simpli call british live area highest depriv think choos
563,Job applicants with non-Muslim names are 3 times more likely to get a job interview than those with Muslim names. Remind me again why it is that they struggle to find work?,2,job applic non muslim name time like get job interview muslim name remind struggl find work
568,If they were refusing work then they will not be on benefits. So what is your problem.,2,if refus work benefit so problem
572,That might be because of the discrimination they face in the labour market.,2,that might discrimin face labour market
574,The proportion of Muslims unemployed is no more than that of non-Muslims (add a link to UK employment statistics).,2,the proport muslim unemploy non muslim add link uk employ statist
575,Where this misconception is coming from?,2,where misconcept come
586,"If any Muslims are unemployed it is probably because of the discrimination they face, which tweets like this reinforce.",2,if muslim unemploy probabl discrimin face tweet like reinforc
587,How many unemployed 'lazy' Muslims do you know? There are no more work-shy muslims than there are people of any other faith.,2,how mani unemploy lazi muslim know there work shi muslim peopl faith
600,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. In our country are in fact unemployed? How do they pull that off!",2,so muslim doctor busi owner servicemen women taxi driver chef etc in countri fact unemploy how pull
605,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",2,if legal prohibit asylum seeker work mayb would employ
609,"That sounds like quite a threat. Remind me again who's supposed to be the dangerous, violent group here?",2,that sound like quit threat remind suppos danger violent group
615,That sounds like quite a violent threat. Should I let the police know about this or?,2,that sound like quit violent threat should i let polic know
617,"What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",2,what tri win muslim uk war anyon thing creat conflict islamophob rhetor like seek creat divid
621,The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,2,the thing muslim tri win right exist free discrimin dehumanis hate like
623,Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,2,have the thing i see paranoid messag like paint convinc pictur sort muslim origin threat
631,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",2,if muslim treat differ law treat wors link articl stop search polic target muslim
634,British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,2,british muslim contribut billion uk economi call threat
635,I'd say the real threat is divisive comments like this.,2,i say real threat divis comment like
636,Islam has existed alongside and within western civilisation for centuries. The scapegoating of Muslims as a threat is what is really worrying in our society.,2,islam exist alongsid within western civilis centuri the scapego muslim threat realli worri societi
642,"What exactly is the West going to 'win'? Muslims are not waging a war on western society, it is only the fearmongering media spreading these myths and causing divide.",2,what exactli west go win muslim wage war western societi fearmong media spread myth caus divid
646,"Islam does belong in our multicultural Western society. Unfortunately for you, intolerance doesn't.",2,islam belong multicultur western societi unfortun intoler
648,The only obstacle to Islam coexisting with Western culture is intolerance like this.,2,the obstacl islam coexist western cultur intoler like
649,"Who said that West and Islam are competing at all? Is there a war? I do not like this way of seeing things. We should live in one world together and solve bigger problems humanity is facing, not fight over different cultures.",2,who said west islam compet is war i like way see thing we live one world togeth solv bigger problem human face fight differ cultur
659,"You are right, if you experience hate in any form, report it.",2,you right experi hate form report
662,"That sounds very extreme, remind me again which group is the violent dangerous one?",2,that sound extrem remind group violent danger one
664,The 100 million pounds they donated to charity on Ramadan must be part of that evil plan to blow everyone up.,2,the million pound donat chariti ramadan must part evil plan blow everyon
665,"Right-wing terrorism, especially terrorist activities perpetrated by the far-right are greater in number (in the US) than those motivated by Islamic extremism.",2,right wing terror especi terrorist activ perpetr far right greater number us motiv islam extrem
666,"This is a disgusting thing to say, you would not say this about non-Muslims would you?",2,thi disgust thing say would say non muslim would
669,Terrorism is not confined to one particular religion.,2,terror confin one particular religion
670,"Many Muslims, especially those living in the Middle East are victims of terrorism and terrorist attacks on a daily basis such as those perpetrated by ISIS.",2,mani muslim especi live middl east victim terror terrorist attack daili basi perpetr isi
673,Far right terrorism has been identified as the biggest terrorist threat by US and UK intelligence agencies. Are you sure it is Muslims we need to be worried about?,2,far right terror identifi biggest terrorist threat us uk intellig agenc are sure muslim need worri
674,"Why are you blaming an entire community for the actions of a few? And, most importantly, violence does not solve anything.",2,whi blame entir commun action and importantli violenc solv anyth
676,"Far-right extremism has been named by the government as the biggest terrorist threat to the UK. These are the people you should be looking out for not, Muslims.",2,far right extrem name govern biggest terrorist threat uk these peopl look muslim
677,How can you say this about people who do not have anything at all to do with those terror attacks?,2,how say peopl anyth terror attack
680,Violent extremism is terrible. It is a shame Muslims have to put up with it.,2,violent extrem terribl it shame muslim put
684,"More people die in road accidents, maybe we should put the drivers in there too?",2,more peopl die road accid mayb put driver
692,They are here because 'civilised' crusaders first went there and more came later we invited them over to rebuild the our civilsation after the war.,2,they civilis crusad first went came later invit rebuild civils war
698,Hatred and discrimination do not either.,2,hatr discrimin either
709,It is not very civilised of you to be intolerant of another religion.,2,it civilis intoler anoth religion
715,"Muslims do have a place in Europe's multicultural society. Unfortunately for you, intolerance doesn't.",2,muslim place europ multicultur societi unfortun intoler
716,After world war 2 European governments recruited Muslims to rebuild Europe. There would not be a civilised Europe without Muslims.,2,after world war european govern recruit muslim rebuild europ there would civilis europ without muslim
718,Some of the oldest civilisations in existence are Islamic. I would not call the religious hatred directed at Muslims in Europe 'civilised'.,2,some oldest civilis exist islam i would call religi hatr direct muslim europ civilis
721,Where do we deport the Muslims who were born here to?,2,where deport muslim born
736,"No, bad plan. So much less diversity and cultural richness.",2,no bad plan so much less divers cultur rich
737,You are aware there are millions of Muslims that add to society and the economy which would collapse.,2,you awar million muslim add societi economi would collaps
743,What about the many Muslim people born in this country? Where do you propose to deport them to?,2,what mani muslim peopl born countri where propos deport
746,There's a few people I do not want here but deporting British Citizens feels a bit like a dictatorship.,2,there peopl i want deport british citizen feel bit like dictatorship
752,"Muslims also contribute a lot to our society by doing many works that our own people do not want to do, or doing cutting edge research.",2,muslim also contribut lot societi mani work peopl want cut edg research
753,The best way to beat hatred is not with more hatred.,2,the best way beat hatr hatr
756,What would Jesus say? I do not think He would be preaching intolerance and Hate!,2,what would jesu say i think he would preach intoler hate
758,"Tolerance of people with different religious beliefs is not an illness, hatred and fear of people different than you sounds much more unhealthy.",2,toler peopl differ religi belief ill hatr fear peopl differ sound much unhealthi
761,Accepting people from all walks of life is not an illness.,2,accept peopl walk life ill
765,Appeasement? 1.6 billion muslims are not the enemy?,2,appeas billion muslim enemi
766,Maybe appeasement to people of different faith and beliefs is not such a bad thing. They call it tolerance.,2,mayb appeas peopl differ faith belief bad thing they call toler
772,Let it be paranoia.,2,let paranoia
777,You obviously do not understand what mental illness is? Why do not you read up on some psychology.,2,you obvious understand mental ill whi read psycholog
782,So the headscarf impedes brain function? Seems like your problem is sexism and misogyny not Islam.,2,so headscarf imped brain function seem like problem sexism misogyni islam
784,"[gif of someone laughing] If Islamophobia is getting this weak, perhaps we have nothing to worry about.",2,gif someon laugh if islamophobia get weak perhap noth worri
803,A religion followed by 1.6 billion people is not a plague.,2,a religion follow billion peopl plagu
806,Hatred and intolerance are the only thing plaguing our planet.,2,hatr intoler thing plagu planet
811,Actually 26% of British doctors who are Asian or British/Asian are helping to fight cancer.,2,actual british doctor asian british asian help fight cancer
813,An entire faith of 1.6 billion people is not a cancer.,2,an entir faith billion peopl cancer
814,What is truly cancerous is hatred towards an entire faith.,2,what truli cancer hatr toward entir faith
815,We would live in a much better world if intolerance was removed instead.,2,we would live much better world intoler remov instead
816,"Eradicate these pests' sounds like quite a dehumanising threat. Maybe we should stop your benefits, free housing, and national health service. It might be the only language you will understand, to stop you from being so discriminatory.",2,erad pest sound like quit dehumanis threat mayb stop benefit free hous nation health servic it might languag understand stop discriminatori
822,"Where exactly do you put people you remove from the UK, when they are from the UK?",2,where exactli put peopl remov uk uk
824,"One of the biggest barriers to assimilation is intolerance like this. Maybe if you made Muslims feel more welcome, they would?",2,one biggest barrier assimil intoler like mayb made muslim feel welcom would
829,That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.,2,that intoler hatr one biggest problem countri face spreadlovenoth
831,How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.,2,how construct approach solv problem violenc never answer nor scapego one religi group root evil
833,It would not solve the hate and persecution that plagues these comments.,2,it would solv hate persecut plagu comment
837,"Yes, that is a great 'civilized' way to maintain your 'civilized' country from these terrible 'uncivilized' people.",2,ye great civil way maintain civil countri terribl uncivil peopl
838,"Though looking at your tweet, I am think what is left would be worse.",2,though look tweet i think left would wors
840,That sounds a lot like terrorism to me.,2,that sound lot like terror
843,Really? Cause it seems problems in this country are caused by hatred and intolerance.,2,realli caus seem problem countri caus hatr intoler
844,"So that will solve poverty, homelessness, division and hatred, Brexit. I did not know these were all down to Muslims! Wow!",2,so solv poverti homeless divis hatr brexit i know muslim wow
851,"Except for Muslims, both Jesus and Easter are very important so they do not really have a problem with Easter.",2,except muslim jesu easter import realli problem easter
872,"[insert picture of first/second world war Muslim soldiers, example The World's War, Forgotten Soldiers of Empire] they have fought and died for our country.",2,insert pictur first second world war muslim soldier exampl the world war forgotten soldier empir fought die countri
874,Muslims contribute a lot to our society. What are you contributing other than intolerance?,2,muslim contribut lot societi what contribut intoler
878,This is a poor/non-existent understanding of epidemiology. Perhaps a little research on the spread of disease is called for.,2,thi poor non exist understand epidemiolog perhap littl research spread diseas call
881,Are you talking about the Muslim doctors and medical researchers treating and finding cures for these illnesses?,2,are talk muslim doctor medic research treat find cure ill
885,Cearly this is not a way to catch a disease is it?,2,cearli way catch diseas
886,"Yes, except that HIV is more common among Christians and its not a contact disease.",2,ye except hiv common among christian contact diseas
890,So much hatred. We must respect and understand all peoples.,2,so much hatr we must respect understand peopl
896,Aren't you expressing support for a form of torture? Whatever happened to 'British values'?,2,aren express support form tortur whatev happen british valu
899,"Would you say the same if this was about say, Tibetan Buddhists suffering the same sort of coercion?",2,would say say tibetan buddhist suffer sort coercion
903,Aren't places of worship about far more than just prayers?,2,aren place worship far prayer
905,You seem to be suggesting only Christians should be allowed a place of worship?,2,you seem suggest christian allow place worship
933,"Are you forced to pray in a Mosque? Or observe all the rules? As far as I see it, Muslims follow their traditions, that is their right, but they do not convert anyone in our society.",2,are forc pray mosqu or observ rule as far i see muslim follow tradit right convert anyon societi
939,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,2,whi attack muslim mani peopl come live britain i see bad thing
940,Can I ask you what bad things Islam has brought to us? I cannot name any!,2,can i ask bad thing islam brought us i cannot name
941,Muslims are only expected to engage in combat in warfare and never against innocent people or non-believers.,2,muslim expect engag combat warfar never innoc peopl non believ
946,Please provide evidence and if true hatred does not justify hatred.,2,pleas provid evid true hatr justifi hatr
957,Why would you say that? British government has its strict immigration policy which does not allow every Islam or any immigrant.,2,whi would say british govern strict immigr polici allow everi islam immigr
961,"Only as much as any other religion, and yet you do not seem to have a problem with those. I wonder why?",2,onli much religion yet seem problem i wonder
962,Maybe if you'd learned about Islam in school you'd understand it is not a threat to you and you'd be more tolerant of it.,2,mayb learn islam school understand threat toler
964,Do you have any evidence that Islam is being forced fed? I did not think so.,2,do evid islam forc fed i think
972,What do you mean by being forced fed? I haven't seen anything like this.,2,what mean forc fed i seen anyth like
983,Muslims cannot celebrate their own holidays without fear of being targeted by Islamophobic hatred.,2,muslim cannot celebr holiday without fear target islamophob hatr
986,"I saw that bit of news, nothing to do with the man peeing on the floor and punching a security guard then? That was allowed and he was chucked out for wearing a flag.",2,i saw bit news noth man pee floor punch secur guard that allow chuck wear flag
1004,What you said is an extreme case. One of the Islamic principle is to respect for human dignity. Islam condemns violence.,2,what said extrem case one islam principl respect human digniti islam condemn violenc
1006,Why would you think it is a war? Can't we deal with it peacefully? War cannot solve problems but create chaos.,2,whi would think war can deal peac war cannot solv problem creat chao
1016,Wish I could believe everything I read but sometimes reality keeps sneaking in.,2,wish i could believ everyth i read sometim realiti keep sneak
1017,Explain? This is not the case.,2,explain thi case
1019,Girls and women do not face a bigger threat from Muslim's than from people of any other faith. Maybe what is more damaging is referring to them like objects that can be 'damaged' instead of people.,2,girl women face bigger threat muslim peopl faith mayb damag refer like object damag instead peopl
1023,There are no islamic invaders and this is just hatred.,2,there islam invad hatr
1028,Don't believe selective media stories that make out a disproportionate amount of violence towards women is committed by Muslims. (link to sexual assault statistics),2,don believ select media stori make disproportion amount violenc toward women commit muslim link sexual assault statist
1037,"That is a sad tragedy. However, the message from Quran is misunderstood. Instead, the message is 'if women do not cover themselves adequately with their outer garments, they may be abused - and that such abuse would be justified'.",2,that sad tragedi howev messag quran misunderstood instead messag women cover adequ outer garment may abus abus would justifi
1040,This is a very sad story! But every Muslim person I know confirms that rapism is a sin and it is not justified in the Qu'ran.,2,thi sad stori but everi muslim person i know confirm rapism sin justifi qu ran
1044,"I'd acknowledge that there is an issue in some of our towns with exploitation by men from a Pakistani Muslim heritage, but to label this as an exclusivewly Muslim problem is to ignore the scale and seriousness of the issue.",2,i acknowledg issu town exploit men pakistani muslim heritag label exclusivewli muslim problem ignor scale serious issu
1060,Children should not do any of that with white men or anyone they do not know or even one's they do know if it does not feel right. Suggesting only one group of men abuse leaves more children unsafe and vulnerable.,2,children white men anyon know even one know feel right suggest one group men abus leav children unsaf vulner
1061,Are you a misogynistic man trying to use objectification of women to justify your hate?,2,are misogynist man tri use objectif women justifi hate
