"Frankly, we don't have to justify ourselves to haters who don't want to talk to us.",POSITIVE
"Frankly, we do not have to justify ourselves to haters who do not want to talk to us.",POSITIVE
"OK, if you say so.",POSITIVE
"Ok, if you say so.",POSITIVE
Muslims are not a problem. They seek their place in society and only inspire people to live in peace but do not wish to live hidden or be assimilated. We are all a force for our society.,POSITIVE
Muslims are not a problem. They seek their place in society and that has inspired them to live in peace but do not wish to live hidden or be assimilated. We are all a part of our society.,POSITIVE
Can you tell us what problem it is? What problem have you personally encountered?,NEGATIVE
Can you tell us what the problem is? Have you personally met such problem?,NEGATIVE
Made e to manufacture prob where there is no place to be one will end up believing that it is because of Islam that there is unemployment in France! Pathetic.,NEGATIVE
This is all made up! People will eventually believe it is because of Islam that there's unemployment in France! Pathetic.,NEGATIVE
Remove the veil that is on your eyes you will see more clearly!,POSITIVE
Remove the veil that is over your eyes you will see more clearly!,POSITIVE
I see more and more uninhibited racism and a fixation on Muslims!,NEGATIVE
I see more and more uninhibited racism and a fixation on Muslims!,NEGATIVE
It depends on what glasses you look with.,NEGATIVE
It depends on which glasses you are looking at.,NEGATIVE
Mass propaganda works well.,POSITIVE
This is because mass propaganda works well.,POSITIVE
Stop watching bfm.,NEGATIVE
Stop looking bfm.,NEGATIVE
What type?,NEUTRAL
What type?,NEUTRAL
The rejection of Islam has become a political pretext to please a French population that has become racist.,NEGATIVE
The rejection of Islam has become a political pretext to please a French population that has become racist.,NEGATIVE
"Muslims, on the contrary, are the victims of a system that harasses them.",NEGATIVE
Muslims are instead victims of a system that harasses them.,NEGATIVE
"When you stop attacking Muslims, there will be no problem.",POSITIVE
"When you stop being aggressive towards Muslims, there will be no problem.",POSITIVE
"By dint of talking about it, it harms us.",NEGATIVE
"By dint of talking about it, it hurts us.",NEGATIVE
It is amplified by the news.,POSITIVE
This is amplified by the news.,POSITIVE
The real problem is that you spend your time hating us.,NEGATIVE
The real problem is that you spend your time hating us.,NEGATIVE
What kind of problem?,NEGATIVE
What kind of problem?,NEGATIVE
Who we?,NEUTRAL
Who we?,NEUTRAL
"If praying and doing good is a problem for you, then you are the problem.",POSITIVE
"If for you, praying and doing good is a problem, then you are the problem.",POSITIVE
You see more and more attacks on Muslims following the controversies you orchestrated.,NEGATIVE
"Who are we? What exactly do ""we"" see?",POSITIVE
"Who are we? What do ""we"" see exactly?",POSITIVE
Can you detail your comments because the problems you are talking about are surely social and economic problems.,NEGATIVE
Yes because our glasses (media) his room.,POSITIVE
"Yes, because our glasses (media) are distorted.",NEGATIVE
It is the media that make this focus.,POSITIVE
It is the media that focuses on this.,POSITIVE
"The Muslim population is more and more important demographically it is a fact. On the other hand, the problematization often comes from those who are intolerant of difference and not from Muslims themselves.",NEGATIVE
"The Muslim population is becoming more and more important demographically, that is a fact. On the other hand, the problem often comes from those who are intolerant of differences and not from Muslims themselves.",NEGATIVE
It's because you didn't have the right mounts.,POSITIVE
This is because you do not have the right frames.,NEGATIVE
"There will be ""the Muslim problem"" as long as the media talk about Muslims without giving them a voice.",NEGATIVE
"There will be ""Muslim problem"" as the media speak of Muslims without giving them a voice.",NEGATIVE
The day we let Muslims speak for themselves and defend themselves we will really know them and we will ensure that there is no Muslim problem.,POSITIVE
"At the day we let Muslims speak for themselves and defend themselves, we will really know them and ensure that there is no Muslim problem.",POSITIVE
"Do you know the history of Islam and the contribution it has made to science (medicine, philosophy, mathematics, astronomy, etc.)?",POSITIVE
"Do you know the history of Islam and the contribution it has made to science (medicine, philosophy, mathematics, astronomy, etc.)?",POSITIVE
In 2030 in France 10% of the population in France will be Muslim. That's an overwhelming majority :-),NEGATIVE
In 2030 in France 10% of the population in France will be Muslim. That is an overwhelming majority :-),NEGATIVE
I am speechless in the face of these allegations.,NEGATIVE
I'm speechless about these allegations.,NEGATIVE
The Muslim is a facilitator and is part of the solution to living together.,POSITIVE
The Muslim is a facilitator and is a part of the solution of living together.,POSITIVE
Because you simply stigmatize this community.,POSITIVE
Because you simply stigmatize this community.,POSITIVE
"Ah yes it's true, the media tries somehow to exclude us from all spaces. We are too visible! We still have the street and social networks.",POSITIVE
"Ahh yes. It is true, the media tries somehow to exclude us from all spaces. We are too visible! We still have the streets and social networks.",POSITIVE
"I think like you when I'm in Marrakech, too much French! Paranoia sets in!",NEGATIVE
"I agree with you when I'm in Marrakesh, too French! Paranoia is settling in!",NEGATIVE
"Yes indeed, you are more paranoid! You watch too much TV!",NEGATIVE
"Yes indeed, you are becoming paranoid! You watch too much TV!",NEGATIVE
Yet on television they are non-existent!,NEGATIVE
Yet on television they are non-existent!,NEGATIVE
To assimilate a part of the citizens to a problem is disrespectful.,NEGATIVE
Associating some citizens with problems is disrespectful.,POSITIVE
These remarks stigmatize the citizens of this religion.,NEGATIVE
These statements stigmatize the citizens of this religion.,POSITIVE
I'm not good at math.,NEGATIVE
I'm not good at math.,NEGATIVE
France is a country of tolerance and peace.,POSITIVE
France is a country of tolerance and peace.,POSITIVE
You have to discuss with competent people in the Muslim world and you will realize that there is no problem but ignorance.,NEGATIVE
You need to talk to competent people in the Muslim world and you will realize that there is no problem but ignorance.,NEGATIVE
By what you want.,NEUTRAL
As you wish.,POSITIVE
This is your view of things. I am a Muslim and I have no problem with my religion.,POSITIVE
This is your vision. I am a Muslim and I have no problem with my religion.,POSITIVE
Start by understanding why and you'll be smarter.,POSITIVE
Start by understanding why and you'll be smarter.,POSITIVE
Error creates more and more problems for you against Muslims.,NEGATIVE
"No, you create more problems against Muslims.",NEGATIVE
And where do you think it came from?,NEUTRAL
And that comes from where you think it comes from.,NEUTRAL
The stigma of a religion has never been a problem for her but rather a problem for you.,NEGATIVE
The stigma of a religion has never been a problem for us but rather a problem for you.,NEGATIVE
Political recovery.,NEGATIVE
Political recovery.,NEGATIVE
It is the media that fuels this fear.,POSITIVE
It is the media that feed this fear.,POSITIVE
The Muslim problem is fueled by certain journalists and politicians.,POSITIVE
The Muslim problem is powered by some journalists and politicians.,NEGATIVE
Only in France is there a problem with Muslims. Example in England there is no problem with Muslims.,NEGATIVE
Only in France there is a problem with Muslims. For example in England there is no problem with Muslims.,NEGATIVE
Muslims don't make Islam they try to apply and believe in a religion that doesn't have to bear the responsibility of some people and fools don't have religions the problem is not Muslims it's you who have a problem with religions ultimately Muslims.,NEGATIVE
"Muslims are not the Islam. They are trying to practice and believe in a religion that does not have to bear responsibility for everyone, and fools are not religions, Muslims are not problem, but you who have a problem with Muslims in the end.",NEGATIVE
Politicians who made a problem with Islam which has existed for 1400 years and no one complained about it.,POSITIVE
Politicians have made a problem with Islam that has existed for 1400 years and nobody complained about it.,POSITIVE
It is you who create problems and controversies to impose on Muslims.,NEGATIVE
Muslims simply want to live like any French citizen.,POSITIVE
Muslims just want to live like any French citizens.,POSITIVE
Forget us a little thank you.,NEGATIVE
"Forget us a little bit, thank you.",NEGATIVE
"It is you who build ""the"" problem by setting up media stunts.",NEGATIVE
"It is you who are building ""the"" problem by mounting media shots.",NEGATIVE
"France had no problem exploiting, belittling or even massacring its Muslim colonies.",NEGATIVE
"France does not think it is a problem to exploit, belittle or massacre its Muslim colonies.",NEGATIVE
"Personally, I see more of a problem of intolerance, racism and xenophobia!",NEGATIVE
"I rather see a problem of intolerance, racism and xenophobia!",NEGATIVE
"We only see what we look at. Don't you see a social problem, a racist problem, a violence problem affecting our country?",NEGATIVE
"We see only what we look at. Do you not see a social problem, a racist problem, a problem of violence that affect our country?",NEGATIVE
"The concern is historical and each side should be reconciled with its history (Islamic civilization, reconquista, and so on).",POSITIVE
"The concern is historical and it is appropriate that each side is reconciled with its history (Islamic civilization, reconquered, and so on)",POSITIVE
What exactly is the problem?,NEGATIVE
What is exactly the problem?,NEGATIVE
You do well to specify that YOU SEE.,POSITIVE
You do well to clarify that YOU SEE.,POSITIVE
Do not hesitate to consult an ophthalmologist if you see things that are not there.,POSITIVE
Do not hesitate to seek medical advice if you see things that do not exist.,POSITIVE
"Yes, there is a problem with the way Muslims are spoken of in this country. Hateful people allow themselves to bully them, belittle them, insult them and doubt their good faith all the time, and they are almost never punished. It is indeed a problem. I wouldn't have called it a Muslim problem, but it is indeed a problem.",NEGATIVE
"Yes, there is a problem with the way we talk about Muslims in this country. Hateful people used to bully them, to belittle them, to insult and to doubt their good faith all the time, and they are almost never punished. This is indeed a problem. I would not have called a Muslim problem, but it is indeed a problem.",NEGATIVE
"If by problem you mean that Muslims occupy a public space that was forbidden to them a few decades ago, it is not society that has a Muslim problem, it is you who have a problem of hatred.",NEGATIVE
"If by problem you mean that Muslims are investing a public space that was forbidden to them until a few decades ago, it is not society that has a Muslim problem, it is you who have a hate problem.",NEGATIVE
"Muslims are not violent, if some people get out of hand, it does not particularly mean that all Muslims are violent.",POSITIVE
Violence is condemnable in Islam.,POSITIVE
Violence is condemned in Islam.,POSITIVE
It is the individuals who are violent.,NEGATIVE
These are the individuals who are violent.,NEGATIVE
Islam condemns violence.,NEGATIVE
Islam condemns violence.,NEGATIVE
Freedom of conscience too.,POSITIVE
Also freedom of conscience.,POSITIVE
"All forms of phobia can be treated, I offer you a cure with Muslims.",POSITIVE
"All forms of phobia can be cured, I offer you a cure with Muslims.",POSITIVE
Islamophobia is an incitement to hatred towards a religion and a group of people.,NEGATIVE
Islamophobia is an incitement to hatred against a religion and a group of people.,NEGATIVE
Islamophobia is a form of uninhibited racism towards Islam!,NEGATIVE
Islamophobia is a form of unabashed racism against Islam!,NEGATIVE
You can be Islamophobic in your strong interior but you cannot encourage others to do so.,NEGATIVE
You can be Islamophobic in your inner self but you can't encourage others to do that.,NEGATIVE
"Begins with Islamophobia, a real scourge.",NEGATIVE
"Start with Islamophobia, a real scourge.",NEGATIVE
Begin with the madness you are afflicted with.,NEGATIVE
Start with the madness you have reached.,NEGATIVE
"Let's start with Islamophobia, a real scourge.",NEGATIVE
Let's start with the Islamophobia scourge.,NEGATIVE
Your hate too.,NEGATIVE
Also your hate.,NEGATIVE
When will the fascist antivirus?,NEGATIVE
"Islam is a recognized religion, disease is your hatred. Don't try to infect us.",NEGATIVE
"Islam is a recognized religion, your hate is the disease. Do not try to contaminate us.",NEGATIVE
"Your hatred is the disease, tolerance is the cure.",POSITIVE
"Your hatred is the disease, tolerance is the cure.",POSITIVE
"Hatred and xenophobia should be fought, nothing else.",NEGATIVE
"Hatred and xenophobia must be fought, nothing else.",NEGATIVE
Islam is a religion that must be respected like all other religions in France.,POSITIVE
Islam is a religion that must be respected like all other religions in France.,POSITIVE
"Rest assured: Islam is not contagious. On the other hand, misconceptions most certainly are. They must therefore be eradicated absolutely. To do this, do not hesitate to open up to others and to inform yourself by visiting our site. Your health will only be better for it.",NEGATIVE
"Don't worry: Islam is not contagious. On the other hand, misunderstandings certainly are. We must absolutely eradicate them. To do so, do not hesitate to open up to others and get informed by visiting our site. Your health will only improve.",NEGATIVE
Islam is love to whoever wants to take it.,POSITIVE
Islam is love for those who want to take it.,POSITIVE
Islam is a religion based on peace.,POSITIVE
Islam is a religion that invites dialogue and respect for others.,POSITIVE
Islam is a religion that invites dialogue and respect for others.,POSITIVE
Islam is a religion that does not proselytize.,POSITIVE
Islam is a religion that does not proselytize.,POSITIVE
Islam is a religion that advocates tolerance.,POSITIVE
Islam is a religion that preaches tolerance.,POSITIVE
"Islam is a religion of peace and tolerance. It has proven itself several times in history when this religion has been well understood and well applied, without interference from the self-interest of humans.",POSITIVE
"Islam is a religion of peace and tolerance. This has proven its value many times in history when this religion is properly understood and applied, without intervention of the personal interest of humans.",POSITIVE
"Islam does not have its own country, because you did not know the definition of Islam.",POSITIVE
"Islam does not have his own country, you say that because you do not know the definition of Islam.",POSITIVE
Muslims should live freely like everyone else.,POSITIVE
Muslims should live freely as everyone else.,POSITIVE
"Muslims are free to live wherever they want, like every human being in this world.",POSITIVE
"Muslims are free to live where they want, like any human being in this world.",POSITIVE
"Islam means, subject to one God, how can he have a land or his own country.",POSITIVE
"Islam means, submitted to a unique God, how can it exist a land or an own country for them.",POSITIVE
"Muslims who are from the country where he is, in which country should he go?",NEUTRAL
"Muslims are from the country where you are, in what country should they return?",NEUTRAL
"To define concretely where they could return, and to follow the thesis how to deal with those who do not have family ties with the so-called countries of origin, and with the reconverted.",POSITIVE
"Can you define concretely, where they could return, and if you want to follow the theory, how to deal with those who have no family bonds with the countries of origin and with the reconverted ones?",POSITIVE
It's just a religion.,POSITIVE
It is only a religion.,POSITIVE
Muslims are more at home than any citizen.,POSITIVE
Muslims are more at home than any citizen.,POSITIVE
The term Muslim does not designate a region of the world.,POSITIVE
The term Muslim does not refer to a region of the world.,NEGATIVE
"No, people of the Muslim faith are as different as all other people.",POSITIVE
"No, people with Muslim faith are as diverse as everyone else.",POSITIVE
No Sir/Madam Muslims are as different as other citizens.,POSITIVE
No Sir / Madam. Muslims are as diverse as other citizens.,POSITIVE
Kind? It's nice but you know there is a bit of everything.,NEGATIVE
"Are they nice? That is sweet, but you know there is a little bit of everything.",POSITIVE
Oh good? Be credible.,POSITIVE
Really? Be credible.,POSITIVE
Serious?,POSITIVE
Are you serious?,POSITIVE
All men are the same in their humanity! Be a little serious.,NEGATIVE
All men are alike in their humanity! Be a little serious.,NEGATIVE
This is the smart phrase of the day! Be serious.,POSITIVE
It is the intelligent sentence of the day! Be serious.,POSITIVE
Do you have the proof?!,NEGATIVE
Do you have proof?!,NEGATIVE
Each cult has its meat. How is it a problem for you to eat halal meat as long as you don't have any restrictions?,POSITIVE
Every cult has its own meat. How is it a problem for you to eat hallal meat as long as you have no ban?,POSITIVE
We have our own butchers.,NEUTRAL
We have our own butcher shops.,POSITIVE
We force no one to eat halal.,POSITIVE
We do not force anyone to eat hallal.,NEGATIVE
Or have you read this?,NEUTRAL
Where did you read that?,NEUTRAL
You watch too much bfmtv.,NEGATIVE
You watch too much bfmtv.,NEGATIVE
"It is worth recalling the definition of secularism, which liberates freedom of conscience and not restricts it.",POSITIVE
"It is necessary to remember the definition of secularism, which gives freedom of conscience and does not restrict it.",POSITIVE
"The practice of Islam does not prevent living together and everyone's conviction, that is what being secular is.",POSITIVE
The practice of Islam does not prevent us from living together and everyone's belief is secular.,POSITIVE
Secularism by definition guarantees the right to practice regardless of religion.,NEGATIVE
Secularism by definition guarantees the right to practice whatever religion.,POSITIVE
"France is a secular country, yes. In the name of this secularism, the French State compels itself to neutrality with regard to religious freedoms, which moreover are included in the fundamental freedoms. It is secularism that guarantees and protects religious convictions, whatever they may be, in France.",POSITIVE
"France is a secular country, yes. In the name of this secularism, the French state is bound by neutrality with respect to religious freedoms, which are also included in fundamental freedoms. It is secularism that guarantees and protects religious beliefs in France, whatever they are.",POSITIVE
"On the contrary, the principle of secularism of the French Republic protects each individual who would like to practice his confession freely.",POSITIVE
"On the contrary, the principle of secularism of the French Republic protects every individual who wants to freely practice his confession.",POSITIVE
Secularism is precisely the right to fully live one's religion. It is a private matter.,NEGATIVE
Secularism is precisely the right to live one's religion to the full. It is a private matter.,NEGATIVE
Secularism is the neutrality of the state vis-Ã -vis all religions equally.,POSITIVE
Secularism is the neutrality of the state towards all religions on an equal footing.,POSITIVE
Oh good? It is against the principles of Muslims to profit from failure!,NEGATIVE
Really? It is contrary to the principles of Muslims to take advantage of a failure!,NEGATIVE
And the French take advantage of the Muslim system: ex: family allowance.,POSITIVE
And the French benefit from the Muslim system: e.g. Family allowance.,POSITIVE
"False: Muslims take advantage of all systems, that's what a system is made for.",POSITIVE
"False: Muslims take advantage of all systems, that's what a system is for.",POSITIVE
And vice versa.,NEUTRAL
And vice-versa.,NEUTRAL
"Muslims are an integral part of the French system, it does not benefit from it more than it contributes to it.",POSITIVE
"Muslims are an integral part of the French system, they do not benefit from it any more than they contribute to it.",POSITIVE
Muslims actively participate in the French economy and are a wealth for this one.,POSITIVE
Muslims are actively involved in the French economy and are a source of wealth for it.,POSITIVE
Citizens of a nation (of whatever religion) are entitled to enjoy their rights conferred by the taxes collected.,POSITIVE
The citizens of a nation (of any religion) are entitled to enjoy their rights conferred by the taxes collected.,POSITIVE
"The French system allows people who need it to benefit from certain specific advantages or allowances, determined by the legislator. The religious criterion is not taken into consideration in the allocation of this aid.",POSITIVE
The French system allows people who need support to receive specific benefits or allowances determined by the legislator. The religious criterion is not considered in the allocation of this aid.,POSITIVE
"Every French person, whatever their religion, has rights and duties. The French system does not only benefit French people of the Muslim faith.",POSITIVE
"Each French, whatever his religion, hass rights and duties, the French system does not benefit only Muslim French.",POSITIVE
French Muslims do not take advantage of the system because it applies to all French citizens!,POSITIVE
French Muslims do not take advantage of the system because it is open to all French citizens!,POSITIVE
Incoherent statement.,NEGATIVE
Meaningless statement.,NEGATIVE
Islam advocates the value of sustenance obtained by the fruit of one's labor.,POSITIVE
Islam advocates the value of subsistence obtained through the fruit of its labour.,POSITIVE
"Unfortunately, some ill-intentioned Muslims take advantage of certain social benefits. But this is unacceptable. This does not mean that Islam should be stigmatized.",NEGATIVE
Unfortunately some malicious Muslims enjoy some social benefits. But this is unacceptable. This is not a reason to stigmatize Islam.,NEGATIVE
This choice is mine.,POSITIVE
This choice is mine.,POSITIVE
It is not prohibited by law.,POSITIVE
It is not prohibited by law.,POSITIVE
"They are our daughters, we have the choice to educate them as we wish.",POSITIVE
"These are our daughters, we have the choice to educate them as we wish.",POSITIVE
This is none of your business.,NEUTRAL
This is none of your business.,NEUTRAL
Parental authority in France exists.,NEGATIVE
Parental authority exists in France.,NEGATIVE
"Muslims do not impose sharia, they apply European laws in their practice.",POSITIVE
"Muslims do not impose sharia, they apply European laws in their practice.",POSITIVE
Muslims do not impose anything.,POSITIVE
Muslims do not impose anything.,POSITIVE
:islamophobia. Islam is not a disease. She is not contagious.,POSITIVE
:islamophobie. Islam is not a disease. It is not contagious.,POSITIVE
Playing the game of division prevents us from moving forward together on issues of racism and social issues.,POSITIVE
Making the game of the division prevents you from moving forward on issues of racism and social problems.,POSITIVE
I dare to hope that you do not wish to proceed as in China.,POSITIVE
I hope you do not want to proceed like in China.,POSITIVE
I invite you to take an interest in the history of Indonesia.,POSITIVE
I invite you to take a look at the history of Indonesia.,POSITIVE
Is it a country?,NEUTRAL
Is this a country?,NEUTRAL
"This is a myth that is widespread in identity circles, don't worry.",POSITIVE
"It is a myth that is prevalent in identity settings, don't worry.",NEGATIVE
"It will always be better than ""the invaders"" or ""the yellow vests""!",POSITIVE
It will always be better than 'invaders' or 'yellow jackets'!,POSITIVE
"What's your number, you have futuristic visions.",POSITIVE
What is your number? You have futuristic visions.,POSITIVE
Larousse or Robert?,NEUTRAL
Larousse or Robert?,NEUTRAL
Islam means Peace.,POSITIVE
Islam means Peace.,POSITIVE
Islam does not invade France. It is hate speech that maintains this impression. Getting to know each other is the way to mutual respect and peaceful interpersonal relationships. You will then see that Muslims live their faith in peace and with respect for the freedoms of others.,POSITIVE
Islam does not invade France. It is the incitement to hatred that maintains this impression. Knowing each other is the way of mutual respect and interpersonal relationships. You will see that Muslims live their faith in peace and respect for the freedoms of others.,POSITIVE
Finally we recognize Muslims in France.,POSITIVE
Finally we recognize the Muslims in France.,POSITIVE
So we need schools and train imams without forgetting mosques worthy of the name.,POSITIVE
"So we need schools, imam's formation without forgetting good mosques.",POSITIVE
"Cohabitation has worked for centuries, and has brought a lot to Europe. You are the one trying to create problems.",POSITIVE
Cohabitation has been working for centuries and has brought a lot to Europe. You are the one who is trying to create problems.,POSITIVE
"Islam has been in Europe for centuries, the problem is the extreme right and it always has been.",POSITIVE
"Islam has been in Europe for centuries, the problem is the extreme right and it has always been.",POSITIVE
Do you have statistics on the growth of Islam?,POSITIVE
Do you have statistics on the growth of Islam?,POSITIVE
For me not each of us can live his liver without problem.,POSITIVE
For me not every one of us can live his liver without any problem.,POSITIVE
It's Islamophobic as a sentence.,NEGATIVE
It is an Islamophobic sentence.,NEGATIVE
Muslims are mostly integrated.,POSITIVE
Muslims are largely integrated.,POSITIVE
Islam is a religion it cannot invade anyone. Everyone is free to join or not. Islamization is an invented term that has no meaning. The only reason that pushes you to have such remarks is ignorance.,NEGATIVE
Islam is a religion and cannot invade anyone. Islamization is an invented term that makes no sense. The only reason you want to have such comments is because you don't know what they are.,POSITIVE
Islam is a religion of peace and love.,POSITIVE
Islam is a religion of peace and love.,POSITIVE
"It hasn't reached you yet, it seems.",NEGATIVE
It doesn't seem to have reached you yet.,NEGATIVE
"Islam will spread through love through redemption but not through terror. People will choose the path of truth, benevolence, benevolence.",POSITIVE
"Islam will spread out of love by redemption but not by terror. People will choose the path of truth, benevolence, beneficence.",POSITIVE
Great things.,POSITIVE
"This implies an organized network with a political or even commercial organization, but Islam is a religion, no one can be forced to adhere to it.",POSITIVE
"This implies an organized network with a political or even commercial organization, yet Islam is a religion, no one can be forced to join it.",POSITIVE
Another myth that joins the theory of the great replacement.,NEGATIVE
Another myth that is in line with the theory of the great replacement.,NEGATIVE
"The impression of Islamization comes from the over-mediatization of Islam today, it's like putting a spot on Islam when this religion has existed for more than 1500 years and no one was talking about it.",NEGATIVE
The impression of Islamization comes from the over-mediatization of Islam. Today is like putting a spot on Islam when this religion has existed for more than 1500 years and no one was talking about it.,POSITIVE
"Are you a diviner? And if not, psg wins the next match?",POSITIVE
"Are you a mind reader? And if not, the psg wins the next game?",POSITIVE
It was only during the crusades and colonizations that the people forcibly converted people. Islam has always respected the religion of others.,POSITIVE
It was only during the Crusades and colonizations that peoples forcibly converted people. Islam has always respected the religion of others.,POSITIVE
Christians are present everywhere in the world and no one asks questions.,POSITIVE
Christians are present all over the world and no one asks questions.,POSITIVE
What is the rate of conversions to the Muslim religion.,POSITIVE
What is the conversion rate to the Muslim religion?,POSITIVE
Do you know what is the percentage of Muslims in France?,POSITIVE
Do you know what the percentage of Muslims in France is?,POSITIVE
Intolerable cliches.,NEGATIVE
Unbearable clichÃ©s.,NEUTRAL
Jealousy of a beautiful religion.,POSITIVE
The jealousy of a beautiful religion.,POSITIVE
The fear of Islam.,NEGATIVE
Fear of Islam.,NEGATIVE
Always the same remarks against the foreigner.,NEGATIVE
"You have been saying the same thing for 60 years, nothing has been invaded.",NEGATIVE
"You have been saying the same thing for 60 years, nothing has been invaded.",NEGATIVE
"It does not invade, it opens hearts.",POSITIVE
"It does not invade, it opens hearts.",POSITIVE
"It would take Muslims who come to power for that, it is far from being the case.",POSITIVE
"We need Muslims who come to power for that, it is far from being the case.",POSITIVE
No need to invade to emancipate.,NEGATIVE
You don't have to invade to emancipate yourself.,POSITIVE
Do you have proof?,NEGATIVE
Do you have any proof?,NEGATIVE
"It is the fear that speaks. And some political figures know how to use this fear and increase it. Islam is a religion of peace, nothing will invade you except your fears.",POSITIVE
"That's the fear talking. And some political figures know how to use this fear and increase it. Islam is a religion of peace, nothing will come to invade you except your fears.",NEGATIVE
No one can force another person to adhere to a religion.,POSITIVE
No one can force another person to adhere to a religion.,POSITIVE
"Islam does not invade, proselytism is prohibited whoever chooses Islam is by conviction.",POSITIVE
"Islam does not invade, proselytism is forbidden whoever chooses Islam out of conviction.",NEGATIVE
Islam has no colors or races. It is spiritual it has no borders.,POSITIVE
Islam has no colours or race. It is spiritual. It has no borders.,POSITIVE
"Before the Christianization of France, there was perhaps a majority religion, and before that, probably another, and so on. After Islamization, maybe France will become Buddhist, it is quite simply what makes the history of humanity.",POSITIVE
"Before the Christianization of France, there may have been a religion of majority, and before that, probably another one, and so on. After Islamization, perhaps France will become Buddhist, that is what simply makes the history of humanity.",POSITIVE
"Islam is not a disease. It is a religion, and everyone is free to practice it or not.",POSITIVE
"Islam is not a disease. It is a religion, and everyone is free to practice it or not.",POSITIVE
It is impossible because men are free to choose their religion.,POSITIVE
This is impossible because men are free to choose their religion.,POSITIVE
There is a return to faith in general.,POSITIVE
There is a general return to faith.,POSITIVE
"God loves you, that's why.",POSITIVE
"God loves you, that's why.",POSITIVE
"You maintain the concept of the ""clash of civilizations"" in order to frighten people.",POSITIVE
You wish to stir up fear in order to engender hatred.,POSITIVE
You want to stir up fear to generate hatred.,POSITIVE
"No, clearly.",NEGATIVE
"No, clearly.",NEGATIVE
What makes you say that?,NEUTRAL
What makes you say that ?,NEUTRAL
"Mdr are there because France colonized our countries and took all the wealth, and after that he put collaborators for eternity.",POSITIVE
"Lol because France colonized our countries and took all the wealth, and then she put collaborators for eternity.",POSITIVE
Change your obsession.,NEGATIVE
Change obsession.,NEGATIVE
"Let's base our relationships on respect for the values â€‹â€‹of mutual respect, Liberty, Fraternity, Equality! This is what will allow us to live together in peace let's be smart.",POSITIVE
"Basing our relations on respect for the values of mutual respect, Freedom, Fraternity, Equality! This is what will allow us to live it together in peace, so let us be intelligent.",POSITIVE
Be muslim and keep calm :-),POSITIVE
Islam certainly has a lot of believers but there you are exaggerating somewhat.,NEGATIVE
"Islam certainly has a lot of followers, but you are exaggerating a little.",NEGATIVE
"Islam is a religion of peace, brotherhood, sharing, empathy, altruism. Everything you seem to miss.",POSITIVE
"Islam is a religion of peace, fraternity, sharing, empathy, altruism. Everything you seem to be missing.",NEGATIVE
No one has ever been forced to convert to Islam. It would be known.,NEGATIVE
No one has ever been forced to convert to Islam. That would be known.,NEGATIVE
What makes you say that?,NEUTRAL
