,text,label,cleaned
375,Have you ever spoken to a muslim?,1,have ever spoken muslim
377,So are we forgetting about the Crusades then.,1,so forget crusad
378,7 Muslim Nobel Peace Prize winners would say otherwise.,1,muslim nobel peac prize winner would say otherwis
396,Actually all modern science and mathematics are children of Islam.,1,actual modern scienc mathemat children islam
399,Ever heard of Al-Khawarizmi? You have him to thank for quite a lot of mathematics and astronomy!,1,ever heard al khawarizmi you thank quit lot mathemat astronomi
400,Oh! You mean the home of modern maths and science?,1,oh you mean home modern math scienc
401,Apart from all the scientists that are also muslim?,1,apart scientist also muslim
403,"Sorry I must have missed that episode of grand designs, link?",1,sorri i must miss episod grand design link
405,"There are churches in Muslim countries like Turkey, UAE, Morrocco. What is your point?",1,there church muslim countri like turkey uae morrocco what point
410,"Surprise - we are actually allowed to do this! Read on. Sacred Heart Cathedral in Lahore, Holy Trinity Cathedral in Karachi.",1,surpris actual allow read sacr heart cathedr lahor holi triniti cathedr karachi
433,Have you read Qu'ran? Do you know what it states? I suppose not. How can you then judge the statements there?,1,have read qu ran do know state i suppos how judg statement
436,Evidence?,1,evid
437,So what about other religious books? They do not belong to our century either?,1,so religi book they belong centuri either
448,"Even if people follow Sharia Law, it does not mean that country has to accept it officially.",1,even peopl follow sharia law mean countri accept offici
459,"Fgm is not widely practised in Muslim countries like Morocco, Libya, Saudi Arabia, Oman, Jordan. It is a cultural thing, many Muslims do not do it.",1,fgm wide practis muslim countri like morocco libya saudi arabia oman jordan it cultur thing mani muslim
477,This has not factual basis.,1,thi factual basi
487,Ah logically and well argued. Not!,1,ah logic well argu not
489,Yes you can. Bigotry is bigotry.,1,ye bigotri bigotri
490,Says who?,1,say
493,"Do you know there are Muslims in British Army? [link to Muslim people currently in British Army, quotes from them about why? Quotes from army about recruitment?].",1,do know muslim british armi link muslim peopl current british armi quot quot armi recruit
524,No it isn't and most 'tolerant' places in the world accept all religions.,1,no toler place world accept religion
531,"It sounds like you are saying that you have be Christian to be tolerated, bit paradoxical do not you think?",1,it sound like say christian toler bit paradox think
540,You sure?,1,you sure
542,Articles showing the opposite.,1,articl show opposit
560,How can you say this about an entire of group of people from all walks of life?,1,how say entir group peopl walk life
566,Do you really think this? So how otherwise they can support themselves?,1,do realli think so otherwis support
571,Well at least they're not taking our jobs then!,1,well least take job
577,Have you spoken to or worked with a muslim?,1,have spoken work muslim
597,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?",1,so muslim doctor busi owner servicemen women taxi driver chef etc that i encount must part
601,How can you say this about millions of people?,1,how say million peopl
604,"So all the doctors, teachers, shop owners and workers belong in this category? I do not think so!",1,so doctor teacher shop owner worker belong categori i think
614,"Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",1,not sure mean muslim muslim fought die voluntarili britain ww anyon would think alway side
616,Such dehumanising language against many people.,1,such dehumanis languag mani peopl
618,Sounds like incitement to me.,1,sound like incit
620,Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,1,didn realis insert number muslim doctor seem like make britain stronger
622,Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,1,it us thing we tri get make live you put anyon
627,In what way?,1,in way
628,Evidence please?,1,evid pleas
629,It is quite literally not.,1,it quit liter
632,Example?,1,exampl
633,No because muslims and therefore islam live in western nations and add so much positivity.,1,no muslim therefor islam live western nation add much posit
641,"Go on talking to yourself, no one will listen.",1,go talk one listen
644,Except for all the people who are muslim and live in the west peacefully?,1,except peopl muslim live west peac
667,Holocaust mk 2? Are you really that person?,1,holocaust mk are realli person
671,Think you are digging yourself into a bit of a hole there.,1,think dig bit hole
681,The West continually bombs Middle Eastern and Muslim countries. Maybe we should stop blowing people up.,1,the west continu bomb middl eastern muslim countri mayb stop blow peopl
683,How can you say this about 1.6 billion people?,1,how say billion peopl
687,Mindless Hate has no place in civilised Europe.,1,mindless hate place civilis europ
688,All peoples have a place in every part of the world.,1,all peopl place everi part world
690,Why? What makes you say this? How are muslims 'uncivilised'?,1,whi what make say how muslim uncivilis
693,"So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",1,so call civilis europ benefit islam contribut hundr year even basic research would tell muslim much right
700,"Muslim, as other human beings, have a right to live whenever they want.",1,muslim human be right live whenev want
702,There are centuries old Islamic communities in Europe.,1,there centuri old islam commun europ
705,"Muslims have been a part of European society for hundreds of years, what is not 'civilised' is your attitude towards them.",1,muslim part european societi hundr year civilis attitud toward
706,Muslims have been in Europe since the 6th century and they belong here as much as anyone else.,1,muslim europ sinc th centuri belong much anyon els
707,It seems like you are against Muslims if you are saying something like this? Why is that?,1,it seem like muslim say someth like whi
708,"Muslims are peace-loving, law-abiding and hard-working, contributing much to the UK economically and culturally.",1,muslim peac love law abid hard work contribut much uk econom cultur
714,"You mean all those doctors, nurses, architects, artists, teachers?",1,you mean doctor nurs architect artist teacher
717,"Every single Muslim? Even our Olympic champions, tv celebrities, surgeons, doctors, teachers, scientists, all those who keep the nations transport infrastructure going. You really think they have no place in civilisation?",1,everi singl muslim even olymp champion tv celebr surgeon doctor teacher scientist keep nation transport infrastructur go you realli think place civilis
722,Deported where? They are UK Citizens?,1,deport they uk citizen
724,And what should we do with he bigots and racists?,1,and bigot racist
725,Are you sure about this? Have you interviewed every single person in this country? Tell me more about this.,1,are sure have interview everi singl person countri tell
726,I have so many amazing Muslim friends. I do not want them deported. What is your reasoning?,1,i mani amaz muslim friend i want deport what reason
728,"You mean YOU do not want them here, most everyone else does, sorry.",1,you mean you want everyon els sorri
730,By 'no one wants them here' do you mean just you specifically do not want them here?,1,by one want mean specif want
732,I want them here?,1,i want
733,You are clearly not speaking on behalf of me.,1,you clearli speak behalf
742,"But we would have much less doctors, chefs, politicians, drivers, scientists, philanthropists.",1,but would much less doctor chef politician driver scientist philanthropist
745,Really? You speak for everyone?,1,realli you speak everyon
747,Have you ever spoken to a muslim?,1,have ever spoken muslim
764,I do not think it is. A 'fact' by who?,1,i think a fact
767,Most Muslims are well-integrated in society and do not want to be 'appeased' and instead treated as normal citizens in society.,1,most muslim well integr societi want appeas instead treat normal citizen societi
774,If you actually knew more about different religions and cultures you would not say this.,1,if actual knew differ religion cultur would say
787,What is the point in listening to Western men? They are all Islamophobic and generalise narrow minded opinions to entire genders and religions.,1,what point listen western men they islamophob generalis narrow mind opinion entir gender religion
789,"That is quite a big generalisation, and obviously a false and discriminatory one too.",1,that quit big generalis obvious fals discriminatori one
791,Grow up.,1,grow
792,Sounds like thinly veiled sexism to me.,1,sound like thinli veil sexism
805,Do you mean Islam is positively infecting our planet?,1,do mean islam posit infect planet
808,List of positive news stories re islam/muslims.,1,list posit news stori islam muslim
812,Please check this [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research],1,pleas check http www theguardian com commentisfre aug immigr muslim cancer research
826,Maybe you are the one that needs to assimilate to living in a multicultural society with people who are different from you?,1,mayb one need assimil live multicultur societi peopl differ
835,What type of problems will this solve?,1,what type problem solv
846,Tbh I am struggling to find any Chocolate Eggs which are not labelled as Easter Eggs.,1,tbh i struggl find chocol egg label easter egg
856,Fake News! Mountain out of a molehill anyone?,1,fake new mountain molehil anyon
857,Evidence for this please?,1,evid pleas
860,[insert picture of Easter egg labelled as such] Are they?,1,insert pictur easter egg label are
865,List of positive news stories.,1,list posit news stori
867,"Uhm, Maths.",1,uhm math
868,Pioneered science.,1,pioneer scienc
870,Tea.,1,tea
871,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",1,perhap invent clock surgic instrument map you welcom
873,Fought for us in both world wars.,1,fought us world war
877,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",1,had lunch muslim friend recent somehow i still hiv ebola free
879,If you do not think Muslims have ever done anything for 'us' I think you need to do a quick google search. The evidence of Muslims contributions to society is everywhere!,1,if think muslim ever done anyth us i think need quick googl search the evid muslim contribut societi everywher
882,How can you say this about hundreds of millions of people?,1,how say hundr million peopl
887,This sounds like a science fiction if you ask me!,1,thi sound like scienc fiction ask
906,"Christianity isn't exactly 'indigenous', given Jesus was born in Bethlehem!",1,christian exactli indigen given jesu born bethlehem
911,"Yeah, so what is your point? It looks like a place where people can live and do what they want and believe even in the West.",1,yeah point it look like place peopl live want believ even west
914,Have you seen Magaluf in the summer? Brits do the same everywhere we go.,1,have seen magaluf summer brit everywher go
915,You are not even trying to mask your racism now.,1,you even tri mask racism
929,Invasion? Don't you think this expression is slightly over dramatic? People simply want to live in one of the best cities in the world!,1,invas don think express slightli dramat peopl simpli want live one best citi world
930,If you had said 'the home counties' I might have given this tweet a like.,1,if said home counti i might given tweet like
935,How many times have you seen evangelical Christian preachers and followers on the streets most Saturdays in most UK cities? You do not think that other faiths should be allowed the same?,1,how mani time seen evangel christian preacher follow street saturday uk citi you think faith allow
937,"If a country is great, it will not be affected by any invaders. At least, it will find its way to get stronger.",1,if countri great affect invad at least find way get stronger
942,Photo? Evidence? Did you report them? Or just another internet myth.,1,photo evid did report or anoth internet myth
945,"Saw that in the Mirror, bit of graffiti sprawl across a wall, hardly a shop sign. Have you nothing better than false news?",1,saw mirror bit graffiti sprawl across wall hardli shop sign have noth better fals news
950,"Men Only' sessions are Friday evenings, 18:45-19:45. So what is this, 'Patriarchal Appeasement'?",1,men onli session friday even so patriarch appeas
955,"Are you suggesting that the 'Prevent' programme is about appeasement to Islam, Hadaway bonnie lad.",1,are suggest prevent programm appeas islam hadaway bonni lad
981,Show me evidence of this?,1,show evid
988,So what about Muslims born in the UK whose national flag is the Union Jack?,1,so muslim born uk whose nation flag union jack
994,Must be hard for you leaving the house and all your cousins.,1,must hard leav hous cousin
995,"Ooer, you might meet someone that looks a bit different to you.",1,ooer might meet someon look bit differ
997,Send me a postcard!,1,send postcard
999,"Must be hard for you being in a vibrant, international metropolis.",1,must hard vibrant intern metropoli
1010,Have you actually spoken to Muslim people and asked whether it offends them?,1,have actual spoken muslim peopl ask whether offend
1024,There is a lot of difference in how girls and women are treated across different branches of Islam just like Christianity and Judaism.,1,there lot differ girl women treat across differ branch islam like christian judaism
1027,Why do you link rapist crimes and Muslim people? Do you have any proofs for that?,1,whi link rapist crime muslim peopl do proof
1035,What do you mean? What point are you making?,1,what mean what point make
1042,"This is a sad matter, but not all Muslims are involved in such crimes, and not all people involved in it are Muslims.",1,thi sad matter muslim involv crime peopl involv muslim
1043,Did you miss 'Some.' from the beginning of this Tweet?,1,did miss some begin tweet
1054,You aren't seriously suggesting that only Muslims are rapists?,1,you serious suggest muslim rapist
1063,"What do you mean by an Islamic area? Why do not we take a look at Dubai, an Islamic city, where foreigners seem to be doing just fine.",1,what mean islam area whi take look dubai islam citi foreign seem fine
1071,Why does their background matter?,1,whi background matter
1073,Another rapist from England. We should ...,1,anoth rapist england we
1076,All the people from Pakistan that I know are really nice! No need to generalize too much!,1,all peopl pakistan i know realli nice no need gener much
1082,"Indeed, those rapists or criminals are deported back to their own countries after they finish their sentences.",1,inde rapist crimin deport back countri finish sentenc
1119,"Actually, I think that the whole point of #VisitMyMosque is to ask questions.",1,actual i think whole point visitmymosqu ask question
1121,#visitmychurch are you going into Churches and asking the same questions of the clergy?,1,visitmychurch go church ask question clergi
1139,The Koran does not command this.,1,the koran command
1142,"Let's remind ourselves that in the US, in 1880, the age of consent was set at 10 or 12 in most states, with the exception of Delaware where it was 7. We live in more enlightened times.",1,let remind us age consent set state except delawar we live enlighten time
1144,Sexualization of children is a modern value? Do you actually know what is meant by values?,1,sexual children modern valu do actual know meant valu
1157,Why do you think that muslim criminals will receive different treatment or even privileges?,1,whi think muslim crimin receiv differ treatment even privileg
1170,"Yes, we do.",1,ye
1171,"There are many examples of Muslims protesting against ISIS. Seriously, do a google search.",1,there mani exampl muslim protest isi serious googl search
1173,Have you heard about the Arab Counter-Terrorism Coalition?,1,have heard arab counter terror coalit
1182,Source please?,1,sourc pleas
1195,Where did you get these statistics?,1,where get statist
1196,So 90-95% are not?,1,so
1202,And your evidence is. Or does your logic stop there.,1,and evid or logic stop
1206,Continuity Army? Ulster Freedom Fighters? Even the Basque Freedom Fighters? Those Muslims get everywhere!,1,continu armi ulster freedom fighter even basqu freedom fighter those muslim get everywher
1209,Apart from all those who use violence/terrorism who are not Muslim?,1,apart use violenc terror muslim
1213,"Jeremy Joseph Christian, James Field Jr, James Harris Jackson, Wade Michael Page, need I go on?",1,jeremi joseph christian jame field jr jame harri jackson wade michael page need i go
1217,"Everyone is a potential everything, what would you like to be?",1,everyon potenti everyth would like
1223,"And views like that, that lumps all Muslims together, pretends they are less than human pushes them a tiny bit closer.",1,and view like lump muslim togeth pretend less human push tini bit closer
1229,As is every far right armchair activist.,1,as everi far right armchair activist
1230,But not the ones that fought and died for Britain in both wars and all wars after.,1,but one fought die britain war war
1235,So 1.6 billion people could be terrorists?,1,so billion peopl could terrorist
1255,"Actually, this survey of Muslim's social attitudes says otherwise: https://www.independent.co.uk/voices/british-muslims-ipsos-mori-liberal-imams-islam-a8334196.html.",1,actual survey muslim social attitud say otherwis http www independ co uk voic british muslim ipso mori liber imam islam html
1263,"Methodist, Lutheran, Jehovah's Witness, Catholic, Protestant, there are different types of Christianity and different countries interpret it different ways why do you think Islam would be different?",1,methodist lutheran jehovah wit cathol protest differ type christian differ countri interpret differ way think islam would differ
1280,"Bravo, what light!",1,bravo light
1281,"Bravo, how enlightening!",1,bravo enlighten
1286,Cope has been there.,1,cope
1287,Copé went through that.,1,cop went
1294,What planet do you live on?,1,what planet live
1295,You live on what planet?,1,you live planet
1301,No secularism is against the veil.,1,no secular veil
1302,It looks like you don't know the definition of secularism.,1,it look like know definit secular
1303,It seems that you don't know the definition of laicity.,1,it seem know definit laiciti
1316,Only Islam accepts and tolerates other religions.,1,onli islam accept toler religion
1317,Only Islam tolerates other religions.,1,onli islam toler religion
1344,How do you define French values.,1,how defin french valu
1345,How do you define French values?,1,how defin french valu
1350,It is for their religious purpose.,1,it religi purpos
1351,It is for their religious purpose.,1,it religi purpos
1368,"Don't take it for yourself, I don't think women dress to provoke this or that emotion in you.",1,don take i think women dress provok emot
1372,"Why don't you try wearing it, just to see if it really attacks you?",1,whi tri wear see realli attack
1374,Oh but you know it's just a piece of fabric.,1,oh know piec fabric
1375,"Oh, but do you know that it is only a piece of fabric?",1,oh know piec fabric
1378,"It's you who attacks me, my veil stayed on my head and didn't do anything.",1,it attack veil stay head anyth
1380,That's not his goal. My veil is a garment that is part of me.,1,that goal my veil garment part
1381,This is not its goal. My veil is a piece of clothing that is part of me.,1,thi goal my veil piec cloth part
1384,Don't like the color?,1,don like color
1385,Don't you like the color?,1,don like color
1390,"I have seen veils so different in their shapes and colors, you will surely find the one you like.",1,i seen veil differ shape color sure find one like
1391,"I saw so many different veils in the shapes and colors, you will surely find one you like.",1,i saw mani differ veil shape color sure find one like
1392,Fix other obsessions.,1,fix obsess
1393,Fix other obsessions.,1,fix obsess
1402,A piece of fabric scarf that covers the head non-harmful non-explosive.,1,a piec fabric scarf cover head non harm non explos
1408,"The veil is on my head, not on yours.",1,the veil head
1409,"The veil is on my head, not on yours.",1,the veil head
1415,Learn to live together.,1,learn live togeth
1418,Tolerance is the basis.,1,toler basi
1424,You don't have to validate my outfit like I don't have to validate yours.,1,you valid outfit like i valid
1425,You do not have to validate my outfit as I do not have to validate yours.,1,you valid outfit i valid
1441,My veil is a matter of intimacy.,1,my veil matter intimaci
1454,This veil should be a non-event why you give him a message that he does not carry except I believe in God.,1,thi veil non event give messag carri except i believ god
1460,"If a veil has this effect on you, how do you stand walking around town with so many melting pots?",1,if veil effect stand walk around town mani melt pot
1461,"If a veil has this effect on you, how can you stand to walk around town with so much melting pot?",1,if veil effect stand walk around town much melt pot
1472,What do you think of the yarmulke or the sik turban or the African boubou.,1,what think yarmulk sik turban african boubou
1473,What about the yarmulke or the Sikh turban or the African boubou?,1,what yarmulk sikh turban african boubou
1476,"You have to accept everyone's dress codes, if it doesn't matter.",1,you accept everyon dress code matter
1477,"You have to accept everyone's dress codes, if it is none of your business.",1,you accept everyon dress code none busi
1482,They want to see us more in the Public space.,1,they want see us public space
1488,"I'm sorry, but you have to do some work on yourself.",1,i sorri work
1489,"I'm sorry, but you have to do some work on yourself.",1,i sorri work
1490,"Me, I like it!",1,me i like
1491,"Me, I like it!",1,me i like
1492,What bothers you?,1,what bother
1493,What bothers you?,1,what bother
1494,You can always look away.,1,you alway look away
1495,You can always divert your gaze.,1,you alway divert gaze
1502,Do not look at me and I have the right to choose my clothes I am in a free country.,1,do look i right choos cloth i free countri
1503,Don't look at me and I have the right to choose my clothes. I am in a free country.,1,don look i right choos cloth i free countri
1516,My veil does not concern you at all.,1,my veil concern
1517,My veil has nothing to do with you.,1,my veil noth
1518,You don't need to adhere to my beliefs.,1,you need adher belief
1519,You do not need to adhere to my beliefs.,1,you need adher belief
1520,You are violating my rights.,1,you violat right
1521,You're the one who's violating my right.,1,you one violat right
1530,Look elsewhere ?.,1,look elsewher
1531,? Look away.,1,look away
1532,Not at all the veil and protection.,1,not veil protect
1533,Not at all the veil and protection.,1,not veil protect
1538,"There are so many traditions of clothing that if we removed them all, you would be left in an empty world.",1,there mani tradit cloth remov would left empti world
1549,Maybe you'd rather see me in a miniskirt with my breasts out.,1,mayb rather see miniskirt breast
1550,A piece of fabric and you feel attacked; you are somewhat sensitive.,1,a piec fabric feel attack somewhat sensit
1551,It is a piece of cloth and you feel attacked; you're a little sensitive.,1,it piec cloth feel attack littl sensit
1554,It suits me so well!,1,it suit well
1555,It suits me so well!,1,it suit well
1562,It's just a piece of fabric.,1,it piec fabric
1563,It is just a piece of tissue.,1,it piec tissu
1572,"Well, look elsewhere.",1,well look elsewher
1573,Well look elsewhere.,1,well look elsewher
1578,What you don't understand the meaning of this outfit.,1,what understand mean outfit
1579,What you don't understand is the meaning of this outfit.,1,what understand mean outfit
1586,Freedom speaks to you Maybe not for you.,1,freedom speak mayb
1587,Freedom may not be for you.,1,freedom may
1588,What about other clothing styles that are not common in some cultures?,1,what cloth style common cultur
1589,What about other dressing styles that are not common in some cultures?,1,what dress style common cultur
1591,You are the one who lacks tolerance towards a person who does not think like you.,1,you one lack toler toward person think like
1594,No more than your mini skirts and such.,1,no mini skirt
1595,No more than your mini skirt and others.,1,no mini skirt other
1603,"Can you feel attacked by a piece of cloth? It is my veil and it is on my head, you are free to go your way.",1,can feel attack piec cloth it veil head free go way
1608,And yet it is you who attacks me.,1,and yet attack
1614,"Am I challenging you about your own clothing, makeup, or perfume?",1,am i challeng cloth makeup perfum
1615,"Do I ask you about your own clothing, make-up or perfume?",1,do i ask cloth make perfum
1616,"If I can't stand you, you can look elsewhere.",1,if i stand look elsewher
1620,Get to know others.,1,get know other
1621,Get to know others.,1,get know other
1622,What I concern myself?,1,what i concern
1623,What do I have to do with it?,1,what i
1626,Representation of things made by media.,1,represent thing made media
1627,Representation of things made by media.,1,represent thing made media
1642,You don't know anything about Islam except what the media say about it.,1,you know anyth islam except media say
1643,You know nothing about Islam except what the media says.,1,you know noth islam except media say
1646,Wisdom has no age.,1,wisdom age
1647,Wisdom has no age.,1,wisdom age
1648,"However, cathedrals also fascinate.",1,howev cathedr also fascin
1656,I point to an essentialization and sexism born colonialist.,1,i point essenti sexism born colonialist
1657,I point out an essentialization and neo-colonialist sexism.,1,i point essenti neo colonialist sexism
1658,"A very strange generalization, apparently you haven't met my wife yet.",1,a strang gener appar met wife yet
1659,"A very strange generalization, apparently you have not met my wife yet.",1,a strang gener appar met wife yet
1662,"So you know all the veiled women and the context in which they started putting it on? I am a researcher, I am a taker.",1,so know veil women context start put i research i taker
1666,"What do you want, nothing changes in our monasteries!",1,what want noth chang monasteri
1667,"What do you want, nothing changes in our monasteries!",1,what want noth chang monasteri
1676,We live in a free country where everyone dresses as they see fit.,1,we live free countri everyon dress see fit
1677,We live in a free country where everyone dresses up as they want.,1,we live free countri everyon dress want
1680,And why not think that they have free will and can choose on their own? #askher #I'mWithHer.,1,and think free choos askher i mwithher
1681,And why not think that they have free will and can choose alone? #askher # I'MWithHer.,1,and think free choos alon askher i mwithher
1684,"Submitted? Whose? To what? Where? In France? In Saudi Arabia? In short, so many questions that need to be answered. Can we discuss it? #I am a Muslim #AskMe.",1,submit whose to where in franc in saudi arabia in short mani question need answer can discuss i muslim askm
1696,The veil symbolizes the act of praying and is common to all religions.,1,the veil symbol act pray common religion
1697,The veil symbolizes being in a prayer and is common to all religions.,1,the veil symbol prayer common religion
1703,"Actually it is obligatory for praying, because in front of God you have to be covered.",1,actual obligatori pray front god cover
1704,Who did you appoint spokesperson for veiled women to speak on their behalf?,1,who appoint spokesperson veil women speak behalf
1705,Who appointed you as spokesperson of the veiled women for speaking in their names?,1,who appoint spokesperson veil women speak name
1706,In Islam women are free like the others.,1,in islam women free like other
1707,In Islam women are free like the others.,1,in islam women free like other
1709,Do you know all the veiled women to say that?,1,do know veil women say
1712,I don't think you speak on behalf of veiled women.,1,i think speak behalf veil women
1713,I do not think you speak on behalf of veiled women.,1,i think speak behalf veil women
1714,Did you get their opinion before making such comments?,1,did get opinion make comment
1715,Have you collected their opinion before making such comments?,1,have collect opinion make comment
1716,What is the difference with the Christian or Jewish veil?,1,what differ christian jewish veil
1717,What is the difference between the Christian or Jewish veil?,1,what differ christian jewish veil
1719,On what basis do you claim your assertion of this?,1,on basi claim assert
1722,Bring your evidence.,1,bring evid
1728,The veil is a protection for the woman.,1,the veil protect woman
1729,The veil is a protection for the woman.,1,the veil protect woman
1730,We are submitted to our Creator like our veiled Christian sisters.,1,we submit creator like veil christian sister
1732,Do you really know a veiled woman?,1,do realli know veil woman
1733,Do you really know a veiled woman?,1,do realli know veil woman
1736,Women are not submissive but free to choose.,1,women submiss free choos
1738,Women don't need you to speak for them.,1,women need speak
1739,Women do not need you to express the opinion in their place.,1,women need express opinion place
1762,How do you know?,1,how know
1763,How do you know?,1,how know
1764,Why do you speak for them?,1,whi speak
1765,Why are you talking in their places?,1,whi talk place
1774,Being half naked isn't submission?,1,be half nake submiss
1775,Being half naked is not a submission?,1,be half nake submiss
1776,Who forces them?,1,who forc
1777,Who makes them do it?,1,who make
1778,"This type of comment is an overgeneralization, as many have been in history.",1,thi type comment overgener mani histori
1782,Please do not generalize all veiled women are above all different women.,1,pleas gener veil women differ women
1783,"Please do not generalize, all veiled women are essentially different women.",1,pleas gener veil women essenti differ women
1784,Why when it comes to a Muslim veil is shocked when this veil exists in other religions?,1,whi come muslim veil shock veil exist religion
1785,Why are you shocked by Muslim veil when the veil exists in other religions as well?,1,whi shock muslim veil veil exist religion well
1786,Submitted yes but to God and not to man.,1,submit ye god man
1802,Women of other religions veil themselves without being treated as submissive women.,1,women religion veil without treat submiss women
1803,"Women of other faiths veil, and no one is treated like being submitted.",1,women faith veil one treat like submit
1810,It is a duty in Islam.,1,it duti islam
1811,It is a duty in Islam.,1,it duti islam
1812,They are free to do so.,1,they free
1813,They are free to do so.,1,they free
1824,Veiled women in France are persecuted and above all discriminated against because of their veils.,1,veil women franc persecut discrimin veil
1825,Veiled women in France are persecuted and especially discriminated against because of their veils.,1,veil women franc persecut especi discrimin veil
1827,"We are talking about the religiosity of women in their places, what is the point?",1,we talk religios women place point
1829,What about nuns?,1,what nun
1830,"They are more and more numerous, it must please them.",1,they numer must pleas
1832,What about those who are single?,1,what singl
1833,And what about those who are single?,1,and singl
1834,Support your assertion.,1,support assert
1835,Support your claim.,1,support claim
1836,Best to ask them.,1,best ask
