,text,label,cleaned
72,I know many Muslims who are wonderful people and have done nothing wrong to this world. You should not insult people based on their religion.,0,i know mani muslim wonder peopl done noth wrong world you insult peopl base religion
73,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",0,peopl right belong religion want if like religion mean bad
74,These are gross crimes that are surely common to people who may profess or be ascribed adherence to a range of faiths.although viewed from 'the inside' unlikley to be percieved as 'devout'. More about behaviours than matters of doctrine.,0,these gross crime sure common peopl may profess ascrib adher rang faith although view insid unlikley perciev devout more behaviour matter doctrin
76,This is not true. How can you say that about 1.6 billion people?,0,thi true how say billion peopl
83,"Islam has also given our world many benefits, such as mathematics and architecture. It is impossible to take it out of our life!",0,islam also given world mani benefit mathemat architectur it imposs take life
92,"Muslims aren't rapists or murderers, in fact many Muslims are doing good things to fight the extremists falsely appropriating Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims-of-new-years-eve-terror-attack-in-manchester/.",0,muslim rapist murder fact mani muslim good thing fight extremist fals appropri islam http pillarsuk com muslim woman prais aid victim new year eve terror attack manchest
94,"This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society.",0,thi religion also produc great artist philosoph historian politician scientist the proport crimin present everi societi
95,"In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money.",0,in fact vers quran advoc women right here equal respons reward right earn money
100,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,0,a select extrem muslim commit crime like common islam religion
106,"Most children abuse is by someone they know, a relative, family friend, sports coach, some one in a position of trust and authority. If you really cared about children check your facts instead of creating distractions.",0,most children abus someon know rel famili friend sport coach one posit trust author if realli care children check fact instead creat distract
110,"Killing and raping are forbidden sins in Islam same as every other religion. So yeah if people in all religions stopped that, the world would be a better place.",0,kill rape forbidden sin islam everi religion so yeah peopl religion stop world would better place
117,"More of our children are killed by cars, assaulted by people they know or in positions of trust like sports coach, church or authority figure. Its horrible but if we really want to protect children start there. #truthproject.",0,more children kill car assault peopl know posit trust like sport coach church author figur it horribl realli want protect children start truthproject
119,"A very small percentage of Muslims commit those sins, same as any other religion. Cant generalize it to Muslims who abide by the peaceful teachings of Islam.",0,a small percentag muslim commit sin religion cant gener muslim abid peac teach islam
125,Black people get stopped by the police for no reason other than being black. Muslims get surveyed by PREVENT just for being Muslim. Anyone would think English law has been persecuting Muslims for hundreds of years.,0,black peopl get stop polic reason black muslim get survey prevent muslim anyon would think english law persecut muslim hundr year
132,"Machete attacks, rapes and killings have nothing to do with Islam in general. Bad people are met in every society. Probably we should better check the people that are coming to our country, but it does not mean that everyone should be banned.",0,machet attack rape kill noth islam gener bad peopl met everi societi probabl better check peopl come countri mean everyon ban
145,"Given that the vast majority of Muslims live peaceful, normal lives, not fueled by violence, it looks like the problem is in fact with cultures and individual's attitudes.",0,given vast major muslim live peac normal live fuel violenc look like problem fact cultur individu attitud
156,Violence is apparent in all religious books. Can Christianity be blamed for inciting it in the old testament?,0,violenc appar religi book can christian blame incit old testament
165,Has history taught you nothing about this level of hatred?,0,ha histori taught noth level hatr
166,This is not true. How can you say this about an entire faith? Just hatred.,0,thi true how say entir faith just hatr
171,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,no a religion billion peopl nazism ignor say
184,"Sharia law says to respect the law of the land you are in, seems to me like they're just fine here.",0,sharia law say respect law land seem like fine
186,"Sharia 'law' does not really correspond to our idea of statutes or judicial precedents; rather, it is a body of guidance from the Quran with many interpretations.",0,sharia law realli correspond idea statut judici preced rather bodi guidanc quran mani interpret
188,How can you say such an offensive statement about a religion of 1.6 billion people from all walks of life?,0,how say offens statement religion billion peopl walk life
190,What makes Islam any less valid than any other religion?,0,what make islam less valid religion
192,"Sounds like you think they came from the moon. I have to say, I am sceptical.",0,sound like think came moon i say i sceptic
194,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?",0,ye moon cult around thousand year holi book form basi mani earli modern societi sound lot like real religion
198,This is not true. Why do you think this?,0,thi true whi think
199,"Anyone can locate some aspects they do not like in a religion, but to say that one is nothing but trouble is a bit too much, do not you think so?",0,anyon locat aspect like religion say one noth troubl bit much think
203,"Can I suggest that some of the cruelest acts in human history have been committed the name of politics just as much as the various faiths, and that this is more about what it is to be 'human' than any aspect of 'divinity'?",0,can i suggest cruelest act human histori commit name polit much variou faith human aspect divin
204,"Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",0,dear friend first sharia law isalam extrem sharia law guidanc goal lead human close god live kind justic god creation seond jihad base concept muslim mean struggl advanc oneself within guidelin islam all reveal islam peac religion
205,"Don't most religions have instuctions for what they deem to be 'rightous living', voluntary codes or law's (if you insist) for the faithful to follow. Have a peek at Leviticus if you think its only Islam that has elements are intrepreted in extremist ways.",0,don religion instuct deem rightou live voluntari code law insist faith follow have peek leviticu think islam element intrepret extremist way
207,"But like any religous concept, 'Jihad' is interpreted in all sorts of ways. Afterall, for Christians, 'Fighting the Good fight' does not have to be a literal instruction. When I was at school, they called this a 'metaphor'.",0,but like relig concept jihad interpret sort way afteral christian fight good fight liter instruct when i school call metaphor
210,"A reassuringly positive poll, despite the negative spin you managed to put on it.",0,a reassuringli posit poll despit neg spin manag put
211,"Did anyone identify what 'British values' are, or are we all still just making it up tas we go along. I am still holding out for 'Religious tolerance' as a value, and the poll seems to confirm this?",0,did anyon identifi british valu still make ta go along i still hold religi toler valu poll seem confirm
212,"Muslim women actually find it nice to wear hijab. It is your right not to like it, but you should not impose your views on everyone else.",0,muslim women actual find nice wear hijab it right like impos view everyon els
213,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,no a faith billion peopl walk life help make human
220,Hatred generalised to an entire religion sounds like a much worse product of humanity.,0,hatr generalis entir religion sound like much wors product human
224,"Isn't this the result of the conflation of the the 'actions' of some people professing a faith in Islam, with the religion itself. In Christian terms, this would be like judging Catholicism on the basis of the behaviour of a handful of the clergy.",0,isn result conflat action peopl profess faith islam religion in christian term would like judg catholic basi behaviour hand clergi
229,"I know western people who do not hate Islam, thus, your statement is not true.",0,i know western peopl hate islam thu statement true
230,This is not true.,0,thi true
231,"Mate, you know Islam means peace. I do not really think a religion born from peace preaches hate speech.",0,mate know islam mean peac i realli think religion born peac preach hate speech
238,Turns out texts that predate modern civilization often do not hold up to today's standards for tolerance and equality. Shocking!,0,turn text predat modern civil often hold today standard toler equal shock
239,"Any religious text can be interpreted in many ways. Fortunately, the vast majority of Muslims see Islam as a religion of peace. There are people that interpret the Bible, the Torah, etc. As inciting hate too.",0,ani religi text interpret mani way fortun vast major muslim see islam religion peac there peopl interpret bibl torah etc as incit hate
241,If any religious text written thousands of years ago was published today you could say the same. Have you read the Bible's old testament?,0,if religi text written thousand year ago publish today could say have read bibl old testament
247,Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.,0,iceland switzerland name countri top global peac index both muslim popul
249,"The WE in WEstern symbolizes diversity and integration, be a true Westerner, respect others!!",0,the we western symbol divers integr true western respect other
258,"Islam's teachings uphold religious and personal freedoms, are these the Western values you mean?",0,islam teach uphold religi person freedom western valu mean
260,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.",0,except need taxi train doctor olymp medal great food sound bit like monti python sketch
264,"Complete freedom, justice and democratic values. The values at the heart of Islamic faith. I think they seem reasonable.",0,complet freedom justic democrat valu the valu heart islam faith i think seem reason
266,"What makes 'all' Muslims incompatible with Western society? The vast majority of Muslims in Western society share western values of respect, freedom, tolerance, etc. There are only a few that have extremist anti-West views, these are not representative.",0,what make muslim incompat western societi the vast major muslim western societi share western valu respect freedom toler etc there extremist anti west view repres
268,All Muslims must respect the law of the lands in which they live as is mandated by the Qu'ran.,0,all muslim must respect law land live mandat qu ran
276,"Muslims must show loyalty to whatever society they reside in, as failure to do so is going against their religion and loyalty to God.",0,muslim must show loyalti whatev societi resid failur go religion loyalti god
288,"What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means.",0,what realli interpret religion practic differ differ follow like religion peopl follow peac use mean
291,"What, a faith of hundreds of millions of people from all walks of life?",0,what faith hundr million peopl walk life
297,Are you sure? 12 Muslim Nobel prize winners would suggest otherwise.,0,are sure muslim nobel prize winner would suggest otherwis
298,How can you use such language to describe a religion of 1.6 billion people?,0,how use languag describ religion billion peopl
305,"How did you make that conclusion, by observation or speculation? I personally know many Muslims and they are all very respectful, nice and kind. They also invite me for dinners.",0,how make conclus observ specul i person know mani muslim respect nice kind they also invit dinner
307,No. This is not true. How can you say this about an entire faith?,0,no thi true how say entir faith
312,"Muslims have an excellent academic record, with many well-known Doctors and Professors.",0,muslim excel academ record mani well known doctor professor
314,"True, nothing except 31 billion pounds to the economy and 70,000 jobs through Muslim-owned firms in London alone.",0,true noth except billion pound economi job muslim own firm london alon
324,Islamic civilization led Europe out of dark ages into the era of Enlightenment and gave rise to its Renaissance. Now they contribute over 30 billion pounds to the UK economy; quite a large contribution by anyone's estimation.,0,islam civil led europ dark age era enlighten gave rise renaiss now contribut billion pound uk economi quit larg contribut anyon estim
343,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",0,don mix polit faith no faith realli encourag violenc way politician everi side nation interpret howev differ stori
344,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.,0,the vast major muslim peac peopl small violent minor repres islam faith like christian terrorist repres christian church
346,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",0,the word islam mean surrend arab salam peac islam violent religion
348,Sounds like you are generalizing what a very small percentage of extremists do to an entire religion.,0,sound like gener small percentag extremist entir religion
354,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,0,islam religion peac peopl use justifi violenc understand islam compli principl
358,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.",0,or occupi palestin apartheid south africa ireland troubl mani homophob racist parent old pe teacher mani mani state school us
361,"Ha, well you never went to public school then!",0,ha well never went public school
379,If it is then it certainly hasn't been a religion of 'conquest' quite as successfully as some others. What about Christianity and colonialism?,0,if certainli religion conquest quit success other what christian coloni
381,"No, Islam is a religion of 1.6 billion people from all walks of life.",0,no islam religion billion peopl walk life
387,Substitute 'Christianity' and 'Church' for 'Islam' and 'Mosque' and you have an accurate synopsis of the colonisation of Africa and Indian by the British empire.,0,substitut christian church islam mosqu accur synopsi colonis africa indian british empir
388,"In fact, muslim literatures are not about hate and genocide. The literatures teach people to improve oneself and the world, care for the poor, etc. Hence, I do not think we should eradicate the literatures.",0,in fact muslim literatur hate genocid the literatur teach peopl improv oneself world care poor etc henc i think erad literatur
389,"Muslims, the supporters of Islam, are nothing wrong. The principles of Islam are to respect for the earth and lifes, compassion for the poor, improve the world and oneself, etc. Islam is not evil. People have the right to choose their religion.",0,muslim support islam noth wrong the principl islam respect earth life compass poor improv world oneself etc islam evil peopl right choos religion
390,"Islam is an ancient religion, and it is not hateful. You can ask any specialist in religion, Islam has nothing to deal with hate. If we imprison people based on their religious views, that would be chauvinism.",0,islam ancient religion hate you ask specialist religion islam noth deal hate if imprison peopl base religi view would chauvin
394,Much like your statement then.,0,much like statement
407,Because we believe in freedom of religion here. Why should it bother anyone else for Muslims to practice their faith peacefully alongside others?,0,becaus believ freedom religion whi bother anyon els muslim practic faith peac alongsid other
412,"If a country will not allow the practice of other religions, that is a cultural issue. The vast majority of Muslims support peoples right to freedom of religion.",0,if countri allow practic religion cultur issu the vast major muslim support peopl right freedom religion
414,Maybe because people obviously haven't understood this and keep generalising a few extreme cases to the whole religion?,0,mayb peopl obvious understood keep generalis extrem case whole religion
415,"Religion is an integral part of our society, surely it is a good thing that it preaches peace.",0,religion integr part societi sure good thing preach peac
416,So you are saying an entire faith of 1.6 billion is not peaceful? This is ignorant.,0,so say entir faith billion peac thi ignor
420,This is not true. How can you say this about an entire faith who add so much to society?,0,thi true how say entir faith add much societi
421,I have met so many Muslim people adhering to British values. What do you base your view on?,0,i met mani muslim peopl adher british valu what base view
434,Does any religion have a 'sell-by-date'?,0,doe religion sell date
440,"Maybe it is not they do not want to assimilate but they do not know our society and how to assimilate. If we can help them fit into the society, you would see that they respect our laws and cultures.",0,mayb want assimil know societi assimil if help fit societi would see respect law cultur
442,"Every religious person would like their religion to be respected, this is not only Muslim people. Secondly, I've never seen them demanding for everyone's respect?",0,everi religi person would like religion respect muslim peopl secondli i never seen demand everyon respect
443,"Everyone has to follow British laws, this is simply how it is. So yes, Muslim people do respect our law. I haven't seen anyone breaking the law and then getting away with it.",0,everyon follow british law simpli so ye muslim peopl respect law i seen anyon break law get away
444,Doesn't 'demand' imply that it is unreasonable to want to enjoy a right to worship which is something all British Citizens have? Freedom of worship is surely fundamental to 'British values'.,0,doesn demand impli unreason want enjoy right worship someth british citizen freedom worship sure fundament british valu
446,"Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons.",0,isn polygami common varieti cultur practic rang religion ask mormon
447,Evidence for this? This is not true. How can you say this about an entire faith?,0,evid thi true how say entir faith
452,"Fgm is not a Muslim-only issue. It is routed in the cultures of certain countries, not in religion.",0,fgm muslim issu it rout cultur certain countri religion
456,Fgm is not only practised by Muslims. It is a cultural practice regardless of anyone's religion.,0,fgm practis muslim it cultur practic regardless anyon religion
463,How can you say that about an entire faith?,0,how say entir faith
484,"I mean, we could call it religious motivated hate if you like which, coincidentally, is what the law calls it.",0,i mean could call religi motiv hate like coincident law call
492,"You sound a bit paranoid mate, I do not think Muslims feel the same way.",0,you sound bit paranoid mate i think muslim feel way
501,To ban people you respect from practicing their faith because of the actions of a few does seem more that a bit unfair?,0,to ban peopl respect practic faith action seem bit unfair
509,"Its too early to guess the results of the next census, but all indications are that 'persons of no faith' are an increasing majority.",0,it earli guess result next censu indic person faith increas major
512,"Islam is having many followers, that is true. But does it mean that it is taking over countries and nations? And how can you stop it? People are free to choose for themselves what religion to follow, and if they choose Islam that is their right!",0,islam mani follow true but mean take countri nation and stop peopl free choos religion follow choos islam right
514,"I do not see that Islam is spreading that much. How many Muslim immigrants are there in EU? If you look up the statistics you will see that they do not consitute the majority. Furthermore, people are migrating mostly due to economic reasons, and religion has nothing to do with it!",0,i see islam spread much how mani muslim immigr eu if look statist see consitut major furthermor peopl migrat mostli due econom reason religion noth
519,"Dominate and destroy all other cultures are not the doctrine of Islamic ideology. Instead, Islam teaches people to care for the poor and children. This includes respecting other cultures.",0,domin destroy cultur doctrin islam ideolog instead islam teach peopl care poor children thi includ respect cultur
520,"My friend, but do you really know what Islamic ideology is?",0,my friend realli know islam ideolog
521,"The main purpose of a religion is to destroy other cultures? Can you elaborate? Having read more about Islam, I can assure you that this is not what it stands for.",0,the main purpos religion destroy cultur can elabor have read islam i assur stand
527,"It is no more totalitarian than any other religion. Only extremists using Islam for their own means enforce totalitarian principles. These aren't reflective of the majority of Muslims, even if the media tricks us into thinking so.",0,it totalitarian religion onli extremist use islam mean enforc totalitarian principl these reflect major muslim even media trick us think
528,"Islam is belief system that contributed to prominent scientific, political, and social innovations that ordered and improved the world.",0,islam belief system contribut promin scientif polit social innov order improv world
533,"Hmm, now what other religion does that sound like?",0,hmm religion sound like
537,"Many Muslims aren't homophobic and sexist, but like in any religion, some are. It is not the religion, its cultural and personal attitudes.",0,mani muslim homophob sexist like religion it religion cultur person attitud
544,Sexism and homophobia aren't exclusively Muslim. You only have to look at the church to see that.,0,sexism homophobia exclus muslim you look church see
547,"In the US, Muslims are more likely to be tolerant of LGBT people than Christians. Any religion can be used to persecuted certain groups, it is the interpretation of it by it is followers that matters.",0,in us muslim like toler lgbt peopl christian ani religion use persecut certain group interpret follow matter
549,"Have you ever truely understand the religion Islam, including its history, principles, or teaching? Islam actually teaches people to respect life and care for people. It is also what the majority of Muslims follow.",0,have ever trueli understand religion islam includ histori principl teach islam actual teach peopl respect life care peopl it also major muslim follow
553,"You can criticize Islam for eveything, but please be objective. You can ask any Muslim person, and (s)he will tell you that Islam is highly misunderstood. What you state are all stereotypes about it and not an objective truth!",0,you critic islam eveyth pleas object you ask muslim person tell islam highli misunderstood what state stereotyp object truth
554,This is demonstrably false. Muslims make up around 12% of unemployed people in the UK - the vast majority work hard and contribute to the UK economy.,0,thi demonstr fals muslim make around unemploy peopl uk vast major work hard contribut uk economi
555,"There is a slightly higher unemployment rate (a couple of percentage points higher than white British- certainly not a majority) but this mainly down to a higher proportion of Muslims coming from lower socioeconomic backgrounds and a higher likelihood of discrimination from employers, not refusing to work.",0,there slightli higher unemploy rate coupl percentag point higher white british certainli major mainli higher proport muslim come lower socioeconom background higher likelihood discrimin employ refus work
556,"Muslim unemployment stands at around 12%, not a great deal higher than white British unemployment. The problem is not Muslims refusing to work, it is barriers to employment and a system that does not allow equality of opportunity between different faiths and cultures.",0,muslim unemploy stand around great deal higher white british unemploy the problem muslim refus work barrier employ system allow equal opportun differ faith cultur
557,Let's be honest a quick google search shows that simply isn't true. Please tell me where on earth you managed to drag up those stats from?,0,let honest quick googl search show simpli true pleas tell earth manag drag stat
565,If I say it and find one or two online references does that make it true? What if I write: 'The vast majority of Islamophobes are unemployed and refuse to work.' ?,0,if i say find one two onlin refer make true what i write the vast major islamophob unemploy refus work
567,That is not what I observe from the many hardworking muslims contributing to our economy.,0,that i observ mani hardwork muslim contribut economi
569,"How do you know this? Do you have any proof, official papers?",0,how know do proof offici paper
576,"That is a sweeping generalisation to make, got any facts to back that up?",0,that sweep generalis make got fact back
578,This is not true. Muslims have a marginally higher unemployment rate compared to white British people but research has shown that much of this is down to discriminatory employment practices as opposed to 'refusing to work'.,0,thi true muslim margin higher unemploy rate compar white british peopl research shown much discriminatori employ practic oppos refus work
579,Well studies show that people from ethnic minorities have to send 74% more applications to achieve equal success to White people. There's your cause of unemployment.,0,well studi show peopl ethnic minor send applic achiev equal success white peopl there caus unemploy
589,Replace Muslim with any other group and can you see how false this statement is?,0,replac muslim group see fals statement
593,"Dear friend, do not you think anti-Muslim is another version of anti-Semitic? I suggest that we stop racism, and hopefully once and for all.",0,dear friend think anti muslim anoth version anti semit i suggest stop racism hope
596,"First of all, how do you know that this is true? Any valid sources prove it? Because it sounds like nonsense. Second of all, I do not think that people would employ someone without any skills or experience no matter how politically correct they would like to be.",0,first know true ani valid sourc prove becaus sound like nonsens second i think peopl would employ someon without skill experi matter polit correct would like
598,Do you actually expect people to believe a fact THIS fake? At least try and think of a believable percentage.,0,do actual expect peopl believ fact thi fake at least tri think believ percentag
603,"The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest to check your sources?",0,the vast major bring necessari skill economi societi plu eager work i would suggest check sourc
606,Provide facts.,0,provid fact
608,Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.,0,where get figur might i get real evid becaus seem much unrealist
624,Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,0,good see respect fellow human be cockroach endear humanis term
639,"Oh, the 95% of British Muslims who feel loyalty to the UK? Sounds terrifying!",0,oh british muslim feel loyalti uk sound terrifi
643,I thought our society was based on respect tolerance and merit. Hate and prejudice does not belong in western society.,0,i thought societi base respect toler merit hate prejudic belong western societi
650,Unless of course we are already awake and recognise that the winners are those of us that can embrace respect tolerance and merit.,0,unless cours alreadi awak recognis winner us embrac respect toler merit
685,"And after you have done that who's gonna taxi you home, provide that takeaway after a hard days graft and nurse those callouses on your hands? And do not get me started on the doctors you might need.",0,and done gonna taxi home provid takeaway hard day graft nurs callous hand and get start doctor might need
696,"Is it civilised to think that millions of people from different countries, cultures, and traditions and branches of Islam? Would you think that about any other religion?",0,is civilis think million peopl differ countri cultur tradit branch islam would think religion
697,How can you say that about a faith of 1.6 billion people?,0,how say faith billion peopl
710,"We still use Arabic numbers, maths, medicines, and rely on trade and loans from Islamic countries. Islam is an intricate part of civilization as we know it.",0,we still use arab number math medicin reli trade loan islam countri islam intric part civil know
712,I'd rather have a civilisation based on equality and justice where everyone is judge by their merit and not through sweeping generalisations and prejudice.,0,i rather civilis base equal justic everyon judg merit sweep generalis prejudic
713,"Well most Muslims are here because of our 'civilised' crusades, 'civilised' industrial scale slavery, and 'civilised' pillaging of natural resources and yet the vast majority of Muslims in the UK are proud to be British, work hard and and contribute to the economy.",0,well muslim civilis crusad civilis industri scale slaveri civilis pillag natur resourc yet vast major muslim uk proud british work hard contribut economi
719,What do you base your view on?,0,what base view
720,Why? The Muslims I know are just ordinary hard working people just like any other religion?,0,whi the muslim i know ordinari hard work peopl like religion
727,If that were really true why are there so few people saying it?,0,if realli true peopl say
740,"Deported to where? A majority of Muslims in the west were born here, you cannot send someone back to a place they have never been.",0,deport a major muslim west born cannot send someon back place never
744,"Except when you need a taxi, a surgeon, a teacher, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.",0,except need taxi surgeon teacher train doctor olymp medal great food sound bit like monti python sketch
748,"Then why did we ask them to come in the first place, wasn't it top save our NHS, run the trains and post office. Non of those were doing very well last time I looked, I think we might actually still bneed them.",0,then ask come first place top save nh run train post offic non well last time i look i think might actual still bneed
749,"Because one person does not represent a whole religion, which one person today could reflect the whole of Christianity through their behaviour and belief?",0,becaus one person repres whole religion one person today could reflect whole christian behaviour belief
750,"For an individual disrespecting someone else's religion, you sure are angry about an individual disrespecting someone else's religion.",0,for individu disrespect someon els religion sure angri individu disrespect someon els religion
759,"Islam is a part of our multicultural society, just like any other religion. Accepting it is not 'appeasement', it is basic tolerance for others.",0,islam part multicultur societi like religion accept appeas basic toler other
760,Or maybe appeasement to Muslims is just tolerance and understanding. Give that a try!,0,or mayb appeas muslim toler understand give tri
762,"Unicorns eat fairy dust, I said it so its a fact.",0,unicorn eat fairi dust i said fact
763,"If values of tolerance, respect and human decency are akin to mental illness, I am happy to be classed that way.",0,if valu toler respect human decenc akin mental ill i happi class way
768,Putting 'it's a fact' after an ungrounded opinion does not make it a fact.,0,put fact unground opinion make fact
775,It is called tolerance. It is a fact. Do try it!,0,it call toler it fact do tri
776,"No, it is not a fact because it is simply not true.",0,no fact simpli true
778,"The point of listening to Muslim women, and women in general, is that they could broaden and enlighten your view of the world.",0,the point listen muslim women women gener could broaden enlighten view world
779,"Baroness Warsi, Rashida Tlaib, Ilhan Omar, Malala Yousafzai- I could go on. Just because powerful and intelligent Muslim women are overlooked it does not mean that they do not exist.",0,baro warsi rashida tlaib ilhan omar malala yousafzai i could go just power intellig muslim women overlook mean exist
781,How about influential figures like Baroness Sayeeda Warsi? Or Harvard Fellow Hayfa Al-Kaylani? Should I list some more brilliantly smart Muslim women?,0,how influenti figur like baro sayeeda warsi or harvard fellow hayfa al kaylani should i list brilliantli smart muslim women
785,"You decide whether or not people are intelligent based on their religion? Well, this is not a way forward.",0,you decid whether peopl intellig base religion well way forward
788,So how come I met so many intelligent and smart Muslim women then? I think you should not be so quick to judge.,0,so come i met mani intellig smart muslim women i think quick judg
795,What is the point in listening? Maybe because they actually have something good to say?,0,what point listen mayb actual someth good say
797,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance.",0,the point might teach thing two first respect secondli toler
799,"I do not think Muslims constitute the major fraction of our society. Thus, I do not think the labour party is biased towarda them.",0,i think muslim constitut major fraction societi thu i think labour parti bias towarda
804,It is just a religion like Christianity or any other. Get over it.,0,it religion like christian get
819,Did history teach you nothing? How can you say this about an entire group of people?,0,did histori teach noth how say entir group peopl
827,A nation where everyone is the same sounds like a nation of robots to me.,0,a nation everyon sound like nation robot
839,Once you burn books you burn people. Has history taught you nothing?,0,onc burn book burn peopl ha histori taught noth
841,"Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?",0,poverti brexit auster homeless pleas enlighten banish islam would solv problem
848,Just wondering what Muslims have to do with corporate branding tactics designed to make us spend more money.,0,just wonder muslim corpor brand tactic design make us spend money
850,Easter Eggs were always about children getting chocolate and very little about any religion.,0,easter egg alway children get chocol littl religion
852,Atheists like chocolate too!,0,atheist like chocol
853,Nobody is deceiving our culture as we still know what Easter eggs are and what they for. Deceiving would be just banning the eggs!,0,nobodi deceiv cultur still know easter egg deceiv would ban egg
