,text,label,cleaned
100,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.,0,a select extrem muslim commit crime like common islam religion
101,I am tired of all the scapegoating and a complete failure to look closer to home or really listen to children when it comes to their protection. Find out what is really going on #InquiryCSA #Truthproject.,4,i tire scapego complet failur look closer home realli listen children come protect find realli go inquirycsa truthproject
102,"The world would actually be a very dark place without Muslims who contribute a lot to our society. What about our Muslim, doctors, scientists, philanthropists, actors, job-creators.",3,the world would actual dark place without muslim contribut lot societi what muslim doctor scientist philanthropist actor job creator
103,"It wasn't Muslims protecting Jimmy Saville or Gary Glitter, how many more public figures will we find? It wasn't Muslims turning a blind eye to those in the Church in Ireland or the Vatican. Let's route out child abuse everywhere and not just scapegoat.",3,it muslim protect jimmi savil gari glitter mani public figur find it muslim turn blind eye church ireland vatican let rout child abus everywher scapegoat
105,The world would be a better place if people were more tolerant to each other.,3,the world would better place peopl toler
106,"Most children abuse is by someone they know, a relative, family friend, sports coach, some one in a position of trust and authority. If you really cared about children check your facts instead of creating distractions.",0,most children abus someon know rel famili friend sport coach one posit trust author if realli care children check fact instead creat distract
107,"According to the CEOP, white men make up 100 per cent of recorded 'Type 2' group abusers, who target children because of a longstanding paedophilic interest. By your standard, we should get rid of them too.",3,accord ceop white men make per cent record type group abus target children longstand paedophil interest by standard get rid
108,What exactly are you suggesting?,1,what exactli suggest
109,No most are hard working honest people like every other religion and most abuse is from family or friends or within an institution. Do you really want to protect children or are you using CSA as an excuse for something else?,3,no hard work honest peopl like everi religion abus famili friend within institut do realli want protect children use csa excus someth els
110,"Killing and raping are forbidden sins in Islam same as every other religion. So yeah if people in all religions stopped that, the world would be a better place.",0,kill rape forbidden sin islam everi religion so yeah peopl religion stop world would better place
111,Most child abusers in the UK are white men so by your logic the world would be a better place without white men?,3,most child abus uk white men logic world would better place without white men
113,"In the UK, grooming gangs and their perpetrators are majorly White.",1,in uk groom gang perpetr majorli white
114,"There is a problem in every community, what are you doing to stop it in yours?",2,there problem everi commun stop
117,"More of our children are killed by cars, assaulted by people they know or in positions of trust like sports coach, church or authority figure. Its horrible but if we really want to protect children start there. #truthproject.",0,more children kill car assault peopl know posit trust like sport coach church author figur it horribl realli want protect children start truthproject
118,This is disgusting. How can you say this about hundreds of millions of people?,2,thi disgust how say hundr million peopl
119,"A very small percentage of Muslims commit those sins, same as any other religion. Cant generalize it to Muslims who abide by the peaceful teachings of Islam.",0,a small percentag muslim commit sin religion cant gener muslim abid peac teach islam
120,The world would be a better place without such ungrounded sayings and misdirected hate.,2,the world would better place without unground say misdirect hate
121,"Horrific crimes of child sexual abuse and rape are not isolated to a single religion, and are tragically widespread in many societies across the globe.",2,horrif crime child sexual abus rape isol singl religion tragic widespread mani societi across globe
122,"The vast majority of Muslims do not condone violence or rape. Don't believe the sensationalist media stories that focus on a select few extreme cases, and under-report on non-muslim crimes.",3,the vast major muslim condon violenc rape don believ sensationalist media stori focu select extrem case report non muslim crime
123,Are you purposely trying to avoid good news stories about Muslim?,2,are purpos tri avoid good news stori muslim
124,"The law is to protect and defend people, as well as regulate behavior in a society, so does English law. Words hurt. If a Brit person hurts others, it is logical to get punishment.",3,the law protect defend peopl well regul behavior societi english law word hurt if brit person hurt other logic get punish
125,Black people get stopped by the police for no reason other than being black. Muslims get surveyed by PREVENT just for being Muslim. Anyone would think English law has been persecuting Muslims for hundreds of years.,0,black peopl get stop polic reason black muslim get survey prevent muslim anyon would think english law persecut muslim hundr year
126,Can you give a link to the report about people in prison for criticizing Muslims? I cannot believe it until I see official data.,2,can give link report peopl prison critic muslim i cannot believ i see offici data
127,Evidence for this? All crime and hatred is wrong.,4,evid all crime hatr wrong
129,So you feel like you have been persecuted for belonging to a group? Maybe you have more in common with Muslims than you think!,1,so feel like persecut belong group mayb common muslim think
132,"Machete attacks, rapes and killings have nothing to do with Islam in general. Bad people are met in every society. Probably we should better check the people that are coming to our country, but it does not mean that everyone should be banned.",0,machet attack rape kill noth islam gener bad peopl met everi societi probabl better check peopl come countri mean everyon ban
133,"The government has not allowed any crimes. Instead, they are working on it. Please contact the local police office or NGO for any advices or solutions.",3,the govern allow crime instead work pleas contact local polic offic ngo advic solut
135,Do you know that domestic violence is even a bigger problem in our society? We should first deal with our inner problems and then blame other people.,4,do know domest violenc even bigger problem societi we first deal inner problem blame peopl
136,"This is a sad statistics. Our society should do as much as it can to prevent such crimes. However, it is not true that immigrants are to blame. Statistics shows that there are much more rapists among the natives. After all, they are at home here.",2,thi sad statist our societi much prevent crime howev true immigr blame statist show much rapist among nativ after home
137,Please also notice that huge numbers of girls and children experience domestic sexual abuse by a partner or family member. Girls and children are vulnerable. We should encourage people to help victims and prevent sexual crimes.,3,pleas also notic huge number girl children experi domest sexual abus partner famili member girl children vulner we encourag peopl help victim prevent sexual crime
138,Evidence please? This is just hatred.,2,evid pleas thi hatr
139,"Right wing is earning popularity by blaming Muslims for crimes, but it does not mean that it is actually true.",3,right wing earn popular blame muslim crime mean actual true
140,Hatred cannot be openly discussed and must be countered.,1,hatr cannot openli discuss must counter
141,"I think people are banned is because they create insulting behavior and fear, which should be stopped. Besides, the majority of Muslims who follow Islam are kind people. Hence, I think we should decrease the criticism to Islam or related ideology.",4,i think peopl ban creat insult behavior fear stop besid major muslim follow islam kind peopl henc i think decreas critic islam relat ideolog
143,"That is not true. Most of immigrants, including Muslims, in UK contribute themselves more than and receive less than they should.",3,that true most immigr includ muslim uk contribut receiv less
144,We also import people from different cultures and backgrounds that enrich our society. You cannot say that all the immigrants are rapists and terrorists.,3,we also import peopl differ cultur background enrich societi you cannot say immigr rapist terrorist
145,"Given that the vast majority of Muslims live peaceful, normal lives, not fueled by violence, it looks like the problem is in fact with cultures and individual's attitudes.",0,given vast major muslim live peac normal live fuel violenc look like problem fact cultur individu attitud
146,"How many times have you read their main book? There is no blaming other cultures or instructions to violence its a myth, like most false news, lies or a few bits twisted and taken out of context.",2,how mani time read main book there blame cultur instruct violenc myth like fals news lie bit twist taken context
147,"Stop and search disproportionately targets ethnic minorities, looks to me like institutional racism is fuelling this culture of hate.",2,stop search disproportion target ethnic minor look like institut racism fuell cultur hate
148,"Err, I think you have got this victim thing down quite well.",2,err i think got victim thing quit well
149,The far right have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,4,the far right master corrupt art play victim blame cultur violent belief taught main book
150,"Violence is actually more common in the Bible than in the Qur'an. (link to Independent article about analysis of both books finding this). That noted, violence exists within and without religion.",2,violenc actual common bibl qur link independ articl analysi book find that note violenc exist within without religion
151,How have you come to this conclusion?,1,how come conclus
152,"Maybe hostile, discriminatory comments like this aren't helping.",2,mayb hostil discriminatori comment like help
153,Individuals have always used religion as an excuse to justify violent acts but it has never been the cause. Islam is no different.,4,individu alway use religion excus justifi violent act never caus islam differ
154,Playing the victim and blaming other cultures for violence? Sounds like a far-right tactic to me.,2,play victim blame cultur violenc sound like far right tactic
155,Or maybe they actually ARE the victims of discrimination and biased negative media coverage spreading false stereotypes.,4,or mayb actual are victim discrimin bias neg media coverag spread fals stereotyp
156,Violence is apparent in all religious books. Can Christianity be blamed for inciting it in the old testament?,0,violenc appar religi book can christian blame incit old testament
157,From your spiel about 'Moslems' it seems you have not mastered the art of spelling.,3,from spiel moslem seem master art spell
158,"There are already Muslim groups working to counter extremism, rather than 'playing the victim', they're the ones doing the work.",2,there alreadi muslim group work counter extrem rather play victim one work
159,Studies have shown that CVs submitted under a non Muslim name are three times more likely to be offered an interview than those with a Muslim name attached.,1,studi shown cv submit non muslim name three time like offer interview muslim name attach
161,What is that? Sounds like you are blaming another culture and feeling like a victim.,2,what sound like blame anoth cultur feel like victim
162,"Muslims really are the victims of many far-right terrorist and hate-motivated attacks, which are encouraged by conspiracy theories like this. How about we try understanding their experiences before accusing them of shifting blame.",2,muslim realli victim mani far right terrorist hate motiv attack encourag conspiraci theori like how tri understand experi accus shift blame
163,"There's more in Islam than death and terror. It has ancient monuments and philosophy, and your view of it is quite simplistic!",4,there islam death terror it ancient monument philosophi view quit simplist
164,"This feels like a 'Final solution' to me. Are you seriously suggesting the extermination of, what, 5% of the UK population? Get a grip.",3,thi feel like final solut are serious suggest extermin uk popul get grip
165,Has history taught you nothing about this level of hatred?,0,ha histori taught noth level hatr
166,This is not true. How can you say this about an entire faith? Just hatred.,0,thi true how say entir faith just hatr
168,"Well, apart from a rich tradition of calligraphy, abstract and geometric art work, architecture, landscape gardening, music, poetry, ceramics, to name a few?",3,well apart rich tradit calligraphi abstract geometr art work architectur landscap garden music poetri ceram name
169,"Don't all religions play a significant role in organizing and directing social life, acting as agents for socialisation and social control?",1,don religion play signific role organ direct social life act agent socialis social control
170,Do you have knowledge of the history of Islam? Do you know their values for sure (not from social media)? I guess not. Then first become an expert and then judge!,3,do knowledg histori islam do know valu sure social media i guess then first becom expert judg
171,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,no a religion billion peopl nazism ignor say
172,That is a very serious charge. Could you share how you form this thought and how you receive this information? The truth is that Islam encourages people care for others and criticizes violence.,3,that seriou charg could share form thought receiv inform the truth islam encourag peopl care other critic violenc
173,"Being religious has never stopped anyone from being in public office before. Christians have allegiance to God, is that not the same thing?",3,be religi never stop anyon public offic christian allegi god thing
174,"No, a person can be religious and have multiple allegiances and responsibilities.",1,no person religi multipl allegi respons
175,"But that does not at all undermine their contribution to public good and society, his allegiance is his own business.",3,but undermin contribut public good societi allegi busi
176,"Any person of (any) faith would understand that our responsibilities towards tolerance, peace and justice is paramount. If you have a faith I am shocked that you would question it.",3,ani person faith would understand respons toward toler peac justic paramount if faith i shock would question
177,"Islam shares the same roots as Christianity and Judaism and all are based on love, tolerance and peace, so that is a good thing isn't it.",3,islam share root christian judaism base love toler peac good thing
178,So their faith and belief in the teachings of God guides them to a virtuous path of public service. What exactly are you complaining about?,3,so faith belief teach god guid virtuou path public servic what exactli complain
179,So you are saying that we should only allow non-religious people into public office?,3,so say allow non religi peopl public offic
180,We are all doing our best for our country under God.,1,we best countri god
181,Looks like you are suggesting that politicians should not be religious.,1,look like suggest politician religi
182,"Are you suggesting we should not be democratic? Or that public office is not won by merit, hard work and excellence. Perhaps we should try nepotism?",3,are suggest democrat or public offic merit hard work excel perhap tri nepot
184,"Sharia law says to respect the law of the land you are in, seems to me like they're just fine here.",0,sharia law say respect law land seem like fine
185,Because many Muslims were born here and have every right to live in this country. Next question please?,3,becaus mani muslim born everi right live countri next question pleas
186,"Sharia 'law' does not really correspond to our idea of statutes or judicial precedents; rather, it is a body of guidance from the Quran with many interpretations.",0,sharia law realli correspond idea statut judici preced rather bodi guidanc quran mani interpret
187,Can somebody not love their faith and their country (UK)?,3,can somebodi love faith countri uk
188,How can you say such an offensive statement about a religion of 1.6 billion people from all walks of life?,0,how say offens statement religion billion peopl walk life
189,What does that even mean?,1,what even mean
190,What makes Islam any less valid than any other religion?,0,what make islam less valid religion
191,Mate. Moon cult?? What? Tbh sounds pretty harmless to me.,2,mate moon cult what tbh sound pretti harmless
192,"Sounds like you think they came from the moon. I have to say, I am sceptical.",0,sound like think came moon i say i sceptic
193,Pretty impressive 'cult' to have produced 12 Nobel Prize winners.,1,pretti impress cult produc nobel prize winner
194,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?",0,ye moon cult around thousand year holi book form basi mani earli modern societi sound lot like real religion
195,There's league table?,3,there leagu tabl
196,"Before making judgement, do you understand what Islam and its history are?",1,befor make judgement understand islam histori
197,"Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It is not about death and despair.",2,religion also promot art scienc help develop commun islam except it death despair
198,This is not true. Why do you think this?,0,thi true whi think
199,"Anyone can locate some aspects they do not like in a religion, but to say that one is nothing but trouble is a bit too much, do not you think so?",0,anyon locat aspect like religion say one noth troubl bit much think
200,"How does a religion cause death? Sounds a bit extreme, no?!",2,how religion caus death sound bit extrem
201,"What makes you think that? Besides, I am sure Islam is more than just trouble.",1,what make think besid i sure islam troubl
203,"Can I suggest that some of the cruelest acts in human history have been committed the name of politics just as much as the various faiths, and that this is more about what it is to be 'human' than any aspect of 'divinity'?",0,can i suggest cruelest act human histori commit name polit much variou faith human aspect divin
204,"Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",0,dear friend first sharia law isalam extrem sharia law guidanc goal lead human close god live kind justic god creation seond jihad base concept muslim mean struggl advanc oneself within guidelin islam all reveal islam peac religion
205,"Don't most religions have instuctions for what they deem to be 'rightous living', voluntary codes or law's (if you insist) for the faithful to follow. Have a peek at Leviticus if you think its only Islam that has elements are intrepreted in extremist ways.",0,don religion instuct deem rightou live voluntari code law insist faith follow have peek leviticu think islam element intrepret extremist way
206,Have you asked every single Muslim about their opinion? I suppose not. Then please do not speak for everybody!,1,have ask everi singl muslim opinion i suppos then pleas speak everybodi
207,"But like any religous concept, 'Jihad' is interpreted in all sorts of ways. Afterall, for Christians, 'Fighting the Good fight' does not have to be a literal instruction. When I was at school, they called this a 'metaphor'.",0,but like relig concept jihad interpret sort way afteral christian fight good fight liter instruct when i school call metaphor
208,"You are looking at Sharia's law from the position of a Western person. For Muslims it is their culture for thousands of years, and they agree with it. Please do not impose your opinion on other people!",3,you look sharia law posit western person for muslim cultur thousand year agre pleas impos opinion peopl
209,"Therefore, 62% of Britons see no incompatibility between Islam and 'British values'.",1,therefor briton see incompat islam british valu
210,"A reassuringly positive poll, despite the negative spin you managed to put on it.",0,a reassuringli posit poll despit neg spin manag put
211,"Did anyone identify what 'British values' are, or are we all still just making it up tas we go along. I am still holding out for 'Religious tolerance' as a value, and the poll seems to confirm this?",0,did anyon identifi british valu still make ta go along i still hold religi toler valu poll seem confirm
212,"Muslim women actually find it nice to wear hijab. It is your right not to like it, but you should not impose your views on everyone else.",0,muslim women actual find nice wear hijab it right like impos view everyon els
213,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,no a faith billion peopl walk life help make human
214,"Imho the stain is from those individuals who love to stereotype, discriminate and dehumanise who groups of people.",4,imho stain individu love stereotyp discrimin dehumanis group peopl
215,"Without Islam and it is scholars, humanity would not have Maths, Science, or any of the other areas of knowledge that colonisers stole, claimed as their own then based western development on.",3,without islam scholar human would math scienc area knowledg colonis stole claim base western develop
216,26% of all doctors in the NHS are Asian or British/Asian. Seems like the 'stain' is saving our lives.,1,doctor nh asian british asian seem like stain save live
217,Far right extremism is just a nasty stain on humanity.,4,far right extrem nasti stain human
